ENTOLLSTATIONHEX,EntryHour,EntryCount
37016E14,19,161
37016E14,20,134
37016E14,21,82
37016E14,22,46
37016E14,23,20
37016E15,0,13
37016E15,1,13
37016E15,2,16
37016E15,3,29
37016E15,4,51
37016E15,5,82
37016E15,6,132
37016E15,7,227
37016E15,8,302
37016E15,9,313
37016E15,10,303
37016E15,11,190
37016E15,12,205
37016E15,13,308
37016E15,14,344
37016E15,15,297
37016E15,16,317
37016E15,17,331
37016E15,18,238
37016E15,19,154
37016E15,20,99
37016E15,21,53
37016E15,22,45
37016E15,23,26
37016E16,0,6
37016E16,1,5
37016E16,2,3
37016E16,3,1
37016E16,4,7
37016E16,5,11
37016E16,6,16
37016E16,7,47
37016E16,8,46
37016E16,9,76
37016E16,10,64
37016E16,11,58
37016E16,12,42
37016E16,13,66
37016E16,14,77
37016E16,15,102
37016E16,16,83
37016E16,17,86
37016E16,18,61
37016E16,19,35
37016E16,20,15
37016E16,21,20
37016E16,22,10
37016E16,23,11
37016E22,0,10
37016E22,1,6
37016E22,2,2
37016E22,3,1
37016E22,4,9
37016E22,5,25
37016E22,6,65
37016E22,7,111
37016E22,8,127
37016E22,9,148
37016E22,10,130
37016E22,11,101
37016E22,12,81
37016E22,13,111
37016E22,14,113
37016E22,15,119
37016E22,16,118
37016E22,17,119
37016E22,18,82
37016E22,19,52
37016E22,20,34
37016E22,21,29
37016E22,22,13
37016E22,23,12
37016E23,0,3
37016E23,1,1
37016E23,2,5
37016E23,3,6
37016E23,4,10
37016E23,5,10
37016E23,6,33
37016E23,7,48
37016E23,8,72
37016E23,9,90
37016E23,10,53
37016E23,11,48
37016E23,12,53
37016E23,13,59
37016E23,14,64
37016E23,15,65
37016E23,16,81
37016E23,17,88
37016E23,18,49
37016E23,19,27
37016E23,20,29
37016E23,21,8
37016E23,22,10
37016E23,23,11
37016E24,0,3
37016E24,1,5
37016E24,2,12
37016E24,3,10
37016E24,4,12
37016E24,5,12
37016E24,6,41
37016E24,7,62
37016E24,8,74
37016E24,9,77
37016E24,10,82
37016E24,11,62
37016E24,12,43
37016E24,13,66
37016E24,14,80
37016E24,15,94
37016E24,16,75
37016E24,17,132
37016E24,18,61
37016E24,19,29
37016E24,20,27
37016E24,21,32
37016E24,22,12
37016E24,23,11
37017011,0,27
37017011,1,25
37017011,2,24
37017011,3,30
37017011,4,70
37017011,5,94
37017011,6,217
37017011,7,293
37017011,8,380
37017011,9,371
37017011,10,362
37017011,11,296
37017011,12,305
37017011,13,400
37017011,14,365
37017011,15,349
37017011,16,398
37017011,17,373
37017011,18,215
37017011,19,152
37017011,20,98
37017011,21,108
37017011,22,70
37017011,23,37
37017012,0,26
37017012,1,15
37017012,2,25
37017012,3,27
37017012,4,75
37017012,5,130
37017012,6,251
37017012,7,318
37017012,8,440
37017012,9,529
37017012,10,421
37017012,11,405
37017012,12,376
37017012,13,405
37017012,14,470
37017012,15,441
37017012,16,473
37017012,17,383
37017012,18,265
37017012,19,184
37017012,20,135
37017012,21,108
37017012,22,82
37017012,23,34
37017013,0,212
37017013,1,198
37017013,2,186
37017013,3,179
37017013,4,241
37017013,5,363
37017013,6,918
37017013,7,730
37017013,8,833
37017013,9,909
37017013,10,893
37017013,11,794
37017013,12,812
37017013,13,856
37017013,14,953
37017013,15,929
37017013,16,942
37017013,17,837
37017013,18,840
37017013,19,679
37017013,20,652
37017013,21,592
37017013,22,455
37017013,23,306
37017211,0,12
37017211,1,10
37017211,2,5
37017211,3,13
37017211,4,27
37017211,5,109
37017211,6,459
37017211,7,883
37017211,8,779
37017211,9,611
37017211,10,470
37017211,11,440
37017211,12,519
37017211,13,506
37017211,14,621
37017211,15,793
37017211,16,1388
37017211,17,2230
37017211,18,1133
37017211,19,457
37017211,20,328
37017211,21,149
37017211,22,75
37017211,23,38
37017411,0,18
37017411,1,7
37017411,2,14
37017411,3,16
37017411,4,29
37017411,5,45
37017411,6,97
37017411,7,138
37017411,8,205
37017411,9,241
37017411,10,200
37017411,11,207
37017411,12,190
37017411,13,197
37017411,14,231
37017411,15,230
37017411,16,244
37017411,17,232
37017411,18,146
37017411,19,106
37017411,20,68
37017411,21,70
37017411,22,48
37017411,23,25
37017412,0,20
37017412,1,8
37017412,2,14
37017412,3,12
37017412,4,38
37017412,5,37
37017412,6,64
37017412,7,80
37017412,8,104
37017412,9,130
37017412,10,154
37017412,11,147
37017412,12,151
37017412,13,145
37017412,14,145
37017412,15,187
37017412,16,177
37017412,17,157
37017412,18,109
37017412,19,81
37017412,20,54
37017412,21,41
37017412,22,21
37017412,23,12
37017413,0,13
37017413,1,23
37017413,2,21
37017413,3,11
37017413,4,23
37017413,5,48
37017413,6,70
37017413,7,86
37017413,8,105
37017413,9,120
37017413,10,127
37017413,11,170
37017413,12,155
37017413,13,169
37017413,14,175
37017413,15,170
37017413,16,191
37017413,17,179
37017413,18,132
37017413,19,108
37017413,20,67
37017413,21,77
37017413,22,40
37017413,23,33
37017414,0,1
37017414,1,1
37017414,4,1
37017414,5,7
37017414,6,9
37017414,7,17
37017414,8,22
37017414,9,38
37017414,10,34
37017414,11,47
37017414,12,41
37017414,13,40
37017414,14,65
37017414,15,69
37017414,16,69
37017414,17,88
37017414,18,35
37017414,19,13
37017414,20,8
37017414,21,8
37017414,22,4
37017414,23,4
37017415,0,30
37017415,1,17
37017415,2,19
37017415,3,18
37017415,4,72
37017415,5,91
37017415,6,137
37017415,7,198
37017415,8,293
37017415,9,371
37017415,10,327
37017415,11,273
37017415,12,282
37017415,13,304
37017415,14,354
37017415,15,348
37017415,16,322
37017415,17,269
37017415,18,229
37017415,19,128
37017415,20,110
37017415,21,71
37017415,22,67
37017415,23,53
37017416,0,9
37017416,1,10
37017416,2,4
37017416,3,10
37017416,4,11
37017416,5,21
37017416,6,37
37017416,7,43
37017416,8,124
37017416,9,117
37017416,10,116
37017416,11,103
37017416,12,103
37017416,13,142
37017416,14,141
37017416,15,131
37017416,16,155
37017416,17,123
37017416,18,89
37017416,19,65
37017416,20,59
37017416,21,24
37017416,22,14
37017416,23,16
37017417,0,28
37017417,1,27
37017417,2,12
37017417,3,20
37017417,4,34
37017417,5,92
37017417,6,142
37017417,7,230
37017417,8,258
37017417,9,331
37017417,10,288
37017417,11,240
37017417,12,247
37017417,13,295
37017417,14,384
37017417,15,330
37017417,16,288
37017417,17,242
37017417,18,196
37017417,19,123
37017417,20,90
37017417,21,73
37017417,22,27
37017417,23,30
37017418,0,3
37017418,2,2
37017418,3,1
37017418,4,5
37017418,5,11
37017418,6,18
37017418,7,23
37017418,8,39
37017418,9,38
37017418,10,44
37017418,11,33
37017418,12,23
37017418,13,32
37017418,14,31
37017418,15,41
37017418,16,40
37017418,17,40
37017418,18,31
37017418,19,21
37017418,20,14
37017418,21,7
37017418,22,4
37017418,23,2
37017419,0,5
37017419,1,4
37017419,2,2
37017419,3,7
37017419,4,17
37017419,5,29
37017419,6,36
37017419,7,56
37017419,8,77
37017419,9,113
37017419,10,106
37017419,11,70
37017419,12,78
37017419,13,116
37017419,14,125
37017419,15,110
37017419,16,79
37017419,17,120
37017419,18,50
37017419,19,33
37017419,20,29
37017419,21,20
37017419,22,8
37017419,23,3
3701741A,0,8
3701741A,1,7
3701741A,2,3
3701741A,3,4
3701741A,4,6
3701741A,5,11
3701741A,6,29
3701741A,7,47
3701741A,8,85
3701741A,9,100
3701741A,10,96
3701741A,11,76
3701741A,12,44
3701741A,13,75
3701741A,14,89
3701741A,15,65
3701741A,16,88
3701741A,17,99
3701741A,18,63
3701741A,19,33
3701741A,20,27
3701741A,21,20
3701741A,22,15
3701741A,23,7
3701741B,0,10
3701741B,1,4
3701741B,2,4
3701741B,3,10
3701741B,4,7
3701741B,5,15
3701741B,6,47
3701741B,7,83
3701741B,8,110
3701741B,9,124
3701741B,10,119
3701741B,11,101
3701741B,12,81
3701741B,13,111
3701741B,14,125
3701741B,15,100
3701741B,16,139
3701741B,17,145
3701741B,18,94
3701741B,19,46
3701741B,20,48
3701741B,21,20
3701741B,22,11
3701741B,23,17
3701741C,0,3
3701741C,1,5
3701741C,2,7
3701741C,3,2
3701741C,4,8
3701741C,5,11
3701741C,6,48
3701741C,7,83
3701741C,8,124
3701741C,9,106
3701741C,10,91
3701741C,11,71
3701741C,12,50
3701741C,13,81
3701741C,14,76
3701741C,15,99
3701741C,16,82
3701741C,17,88
3701741C,18,68
3701741C,19,44
3701741C,20,35
3701741C,21,19
3701741C,22,13
3701741C,23,9
37017421,0,13
37017421,1,3
37017421,2,8
37017421,3,10
37017421,4,23
37017421,5,45
37017421,6,87
37017421,7,161
37017421,8,249
37017421,9,275
37017421,10,221
37017421,11,161
37017421,12,250
37017421,13,296
37017421,14,281
37017421,15,249
37017421,16,315
37017421,17,301
37017421,18,167
37017421,19,96
37017421,20,90
37017421,21,47
37017421,22,31
37017421,23,18
37017611,0,89
37017611,1,85
37017611,2,75
37017611,3,47
37017611,4,79
37017611,5,161
37017611,6,364
37017611,7,560
37017611,8,594
37017611,9,659
37017611,10,683
37017611,11,609
37017611,12,562
37017611,13,645
37017611,14,642
37017611,15,754
37017611,16,916
37017611,17,1246
37017611,18,768
37017611,19,389
37017611,20,305
37017611,21,227
37017611,22,156
37017611,23,104
37017612,0,118
37017612,1,84
37017612,2,76
37017612,3,106
37017612,4,180
37017612,5,365
37017612,6,1216
37017612,7,4060
37017612,8,4211
37017612,9,3099
37017612,10,2470
37017612,11,1817
37017612,12,1621
37017612,13,1908
37017612,14,1907
37017612,15,1861
37017612,16,2213
37017612,17,2366
37017612,18,1507
37017612,19,875
37017612,20,680
37017612,21,512
37017612,22,354
37017612,23,241
37017811,0,7
37017811,1,5
37017811,2,5
37017811,3,9
37017811,4,35
37017811,5,31
37017811,6,56
37017811,7,99
37017811,8,101
37017811,9,117
37017811,10,97
37017811,11,82
37017811,12,97
37017811,13,108
37017811,14,112
37017811,15,123
37017811,16,102
37017811,17,71
37017811,18,41
37017811,19,32
37017811,20,28
37017811,21,13
37017811,22,12
37017811,23,9
37017812,0,3
37017812,1,1
37017812,2,3
37017812,3,4
37017812,4,6
37017812,5,8
37017812,6,15
37017812,7,47
37017812,8,84
37017812,9,73
37017812,10,56
37017812,11,53
37017812,12,57
37017812,13,90
37017812,14,81
37017812,15,108
37017812,16,70
37017812,17,33
37017812,18,29
37017812,19,23
37017812,20,18
37017812,21,5
37017812,22,5
37017812,23,2
37017813,0,13
37017813,1,12
37017813,2,8
37017813,3,13
37017813,4,24
37017813,5,45
37017813,6,161
37017813,7,237
37017813,8,291
37017813,9,251
37017813,10,200
37017813,11,153
37017813,12,169
37017813,13,191
37017813,14,228
37017813,15,227
37017813,16,194
37017813,17,156
37017813,18,102
37017813,19,96
37017813,20,63
37017813,21,31
37017813,22,21
37017813,23,14
37017814,0,5
37017814,2,2
37017814,4,5
37017814,5,4
37017814,6,20
37017814,7,35
37017814,8,64
37017814,9,62
37017814,10,51
37017814,11,42
37017814,12,45
37017814,13,69
37017814,14,85
37017814,15,82
37017814,16,47
37017814,17,37
37017814,18,23
37017814,19,19
37017814,20,14
37017814,21,11
37017814,22,7
37017814,23,3
37017821,0,9
37017821,1,9
37017821,2,7
37017821,3,3
37017821,4,5
37017821,5,17
37017821,6,34
37017821,7,50
37017821,8,74
37017821,9,82
37017821,10,84
37017821,11,61
37017821,12,98
37017821,13,96
37017821,14,85
37017821,15,106
37017821,16,93
37017821,17,73
37017821,18,49
37017821,19,31
37017821,20,21
37017821,21,10
37017821,22,16
37017821,23,16
37017822,0,5
37017822,1,3
37017822,2,6
37017822,3,5
37017822,4,7
37017822,5,17
37017822,6,42
37017822,7,87
37017822,8,118
37017822,9,90
37017822,10,98
37017822,11,91
37017822,12,87
37017822,13,111
37017822,14,118
37017822,15,116
37017822,16,90
37017822,17,80
37017822,18,56
37017822,19,26
37017822,20,31
37017822,21,17
37017822,22,15
37017822,23,11
37017823,0,6
37017823,1,11
37017823,2,9
37017823,3,10
37017823,4,12
37017823,5,33
37017823,6,67
37017823,7,118
37017823,8,172
37017823,9,170
37017823,10,132
37017823,11,130
37017823,12,143
37017823,13,150
37017823,14,174
37017823,15,209
37017823,16,166
37017823,17,124
37017823,18,84
37017823,19,61
37017823,20,40
37017823,21,31
37017823,22,19
37017823,23,19
37017824,0,4
37017824,1,4
37017824,2,2
37017824,3,3
37017824,4,5
37017824,5,17
37017824,6,33
37017824,7,42
37017824,8,59
37017824,9,89
37017824,10,64
37017824,11,42
37017824,12,49
37017824,13,57
37017824,14,74
37017824,15,87
37017824,16,74
37017824,17,49
37017824,18,24
37017824,19,29
37017824,20,26
37017824,21,6
37017824,22,2
37017824,23,4
37017825,0,5
37017825,1,2
37017825,2,3
37017825,3,5
37017825,4,9
37017825,5,23
37017825,6,61
37017825,7,103
37017825,8,116
37017825,9,111
37017825,10,124
37017825,11,107
37017825,12,136
37017825,13,149
37017825,14,161
37017825,15,110
37017825,16,120
37017825,17,123
37017825,18,82
37017825,19,44
37017825,20,85
37017825,21,23
37017825,22,22
37017825,23,8
37017826,0,70
37017826,1,57
37017826,2,66
37017826,3,94
37017826,4,119
37017826,5,429
37017826,6,412
37017826,7,514
37017826,8,674
37017826,9,668
37017826,10,641
37017826,11,536
37017826,12,678
37017826,13,675
37017826,14,674
37017826,15,703
37017826,16,561
37017826,17,473
37017826,18,336
37017826,19,261
37017826,20,197
37017826,21,173
37017826,22,137
37017826,23,91
37017A11,0,10
37017A11,1,7
37017A11,2,5
37017A11,3,4
37017A11,4,22
37017A11,5,44
37017A11,6,104
37017A11,7,138
37017A11,8,162
37017A11,9,163
37017A11,10,134
37017A11,11,120
37017A11,12,88
37017A11,13,144
37017A11,14,167
37017A11,15,154
37017A11,16,155
37017A11,17,113
37017A11,18,71
37017A11,19,35
37017A11,20,34
37017A11,21,24
37017A11,22,14
37017A11,23,13
37017A12,0,9
37017A12,1,3
37017A12,2,9
37017A12,3,4
37017A12,4,12
37017A12,5,14
37017A12,6,49
37017A12,7,87
37017A12,8,79
37017A12,9,93
37017A12,10,85
37017A12,11,63
37017A12,12,70
37017A12,13,89
37017A12,14,105
37017A12,15,125
37017A12,16,104
37017A12,17,111
37017A12,18,46
37017A12,19,29
37017A12,20,32
37017A12,21,29
37017A12,22,13
37017A12,23,4
37017A13,0,15
37017A13,1,6
37017A13,2,5
37017A13,3,21
37017A13,4,37
37017A13,5,52
37017A13,6,82
37017A13,7,141
37017A13,8,179
37017A13,9,182
37017A13,10,173
37017A13,11,170
37017A13,12,151
37017A13,13,180
37017A13,14,225
37017A13,15,217
37017A13,16,228
37017A13,17,228
37017A13,18,127
37017A13,19,76
37017A13,20,53
37017A13,21,55
37017A13,22,22
37017A13,23,29
37017A14,0,4
37017A14,1,5
37017A14,2,5
37017A14,3,10
37017A14,4,17
37017A14,5,28
37017A14,6,62
37017A14,7,68
37017A14,8,95
37017A14,9,99
37017A14,10,115
37017A14,11,90
37017A14,12,85
37017A14,13,108
37017A14,14,110
37017A14,15,128
37017A14,16,149
37017A14,17,134
37017A14,18,72
37017A14,19,43
37017A14,20,38
37017A14,21,32
37017A14,22,16
37017A14,23,9
37017C11,0,13
37017C11,1,9
37017C11,2,8
37017C11,3,11
37017C11,4,29
37017C11,5,55
37017C11,6,136
37017C11,7,273
37017C11,8,335
37017C11,9,307
37017C11,10,299
37017C11,11,256
37017C11,12,226
37017C11,13,317
37017C11,14,361
37017C11,15,370
37017C11,16,390
37017C11,17,329
37017C11,18,177
37017C11,19,135
37017C11,20,65
37017C11,21,56
37017C11,22,41
37017C11,23,17
37017C12,0,4
37017C12,1,2
37017C12,2,2
37017C12,3,3
37017C12,4,9
37017C12,5,19
37017C12,6,37
37017C12,7,47
37017C12,8,73
37017C12,9,88
37017C12,10,79
37017C12,11,78
37017C12,12,89
37017C12,13,78
37017C12,14,90
37017C12,15,91
37017C12,16,97
37017C12,17,101
37017C12,18,52
37017C12,19,35
37017C12,20,18
37017C12,21,17
37017C12,22,9
37017C12,23,8
37017C13,0,19
37017C13,1,12
37017C13,2,15
37017C13,3,24
37017C13,4,42
37017C13,5,77
37017C13,6,151
37017C13,7,189
37017C13,8,273
37017C13,9,276
37017C13,10,275
37017C13,11,215
37017C13,12,221
37017C13,13,279
37017C13,14,323
37017C13,15,308
37017C13,16,297
37017C13,17,225
37017C13,18,177
37017C13,19,117
37017C13,20,91
37017C13,21,68
37017C13,22,41
37017C13,23,19
37017C14,0,14
37017C14,1,14
37017C14,2,8
37017C14,3,13
37017C14,4,46
37017C14,5,130
37017C14,6,168
37017C14,7,263
37017C14,8,375
37017C14,9,385
37017C14,10,344
37017C14,11,277
37017C14,12,267
37017C14,13,305
37017C14,14,397
37017C14,15,340
37017C14,16,317
37017C14,17,252
37017C14,18,178
37017C14,19,104
37017C14,20,72
37017C14,21,53
37017C14,22,43
37017C14,23,26
37017C15,0,8
37017C15,1,9
37017C15,2,5
37017C15,3,12
37017C15,4,30
37017C15,5,63
37017C15,6,75
37017C15,7,123
37017C15,8,179
37017C15,9,212
37017C15,10,147
37017C15,11,127
37017C15,12,123
37017C15,13,166
37017C15,14,201
37017C15,15,193
37017C15,16,145
37017C15,17,124
37017C15,18,91
37017C15,19,60
37017C15,20,50
37017C15,21,39
37017C15,22,30
37017C15,23,18
37017E11,0,6
37017E11,1,1
37017E11,2,4
37017E11,3,4
37017E11,4,3
37017E11,5,6
37017E11,6,36
37017E11,7,12
37017E11,8,26
37017E11,9,25
37017E11,10,21
37017E11,11,33
37017E11,12,41
37017E11,13,39
37017E11,14,33
37017E11,15,38
37017E11,16,34
37017E11,17,23
37017E11,18,25
37017E11,19,20
37017E11,20,15
37017E11,21,9
37017E11,22,4
37017E11,23,4
37017E12,0,4
37017E12,1,5
37017E12,2,5
37017E12,3,4
37017E12,4,7
37017E12,5,8
37017E12,6,23
37017E12,7,17
37017E12,8,27
37017E12,9,41
37017E12,10,31
37017E12,11,45
37017E12,12,19
37017E12,13,24
37017E12,14,36
37017E12,15,52
37017E12,16,56
37017E12,17,60
37017E12,18,35
37017E12,19,13
37017E12,20,22
37017E12,21,8
37017E12,22,5
37017E12,23,14
37017E13,0,13
37017E13,1,9
37017E13,2,4
37017E13,3,1
37017E13,4,6
37017E13,5,14
37017E13,6,52
37017E13,7,92
37017E13,8,121
37017E13,9,126
37017E13,10,130
37017E13,11,124
37017E13,12,130
37017E13,13,143
37017E13,14,164
37017E13,15,191
37017E13,16,196
37017E13,17,275
37017E13,18,117
37017E13,19,71
37017E13,20,55
37017E13,21,25
37017E13,22,20
37017E13,23,11
37017E14,0,9
37017E14,1,5
37017E14,2,7
37017E14,3,5
37017E14,4,7
37017E14,5,2
37017E14,6,11
37017E14,7,23
37017E14,8,36
37017E14,9,57
37017E14,10,40
37017E14,11,35
37017E14,12,33
37017E14,13,37
37017E14,14,42
37017E14,15,44
37017E14,16,47
37017E14,17,56
37017E14,18,71
37017E14,19,65
37017E14,20,25
37017E14,21,16
37017E14,22,13
37017E14,23,6
37018011,0,23
37018011,1,23
37018011,2,15
37018011,3,25
37018011,4,21
37018011,5,69
37018011,6,176
37018011,7,227
37018011,8,344
37018011,9,368
37018011,10,342
37018011,11,275
37018011,12,257
37018011,13,265
37018011,14,325
37018011,15,354
37018011,16,336
37018011,17,347
37018011,18,176
37018011,19,133
37018011,20,93
37018011,21,73
37018011,22,56
37018011,23,36
37018012,0,40
37018012,1,32
37018012,2,27
37018012,3,47
37018012,4,64
37018012,5,178
37018012,6,386
37018012,7,861
37018012,8,1395
37018012,9,1221
37018012,10,897
37018012,11,670
37018012,12,695
37018012,13,792
37018012,14,893
37018012,15,855
37018012,16,826
37018012,17,754
37018012,18,438
37018012,19,267
37018012,20,201
37018012,21,157
37018012,22,79
37018012,23,54
37018211,0,108
37018211,1,86
37018211,2,65
37018211,3,76
37018211,4,131
37018211,5,287
37018211,6,790
37018211,7,1074
37018211,8,1230
37018211,9,1316
37018211,10,940
37018211,11,1010
37018211,12,983
37018211,13,1103
37018211,14,1094
37018211,15,1323
37018211,16,1547
37018211,17,2280
37018211,18,1221
37018211,19,567
37018211,20,360
37018211,21,288
37018211,22,240
37018211,23,136
37018212,0,32
37018212,1,22
37018212,2,23
37018212,3,18
37018212,4,80
37018212,5,168
37018212,6,511
37018212,7,910
37018212,8,981
37018212,9,794
37018212,10,679
37018212,11,607
37018212,12,679
37018212,13,826
37018212,14,849
37018212,15,939
37018212,16,1166
37018212,17,1491
37018212,18,721
37018212,19,337
37018212,20,224
37018212,21,185
37018212,22,122
37018212,23,77
37018213,0,8
37018213,1,14
37018213,2,12
37018213,3,12
37018213,4,15
37018213,5,61
37018213,6,181
37018213,7,319
37018213,8,308
37018213,9,242
37018213,10,196
37018213,11,176
37018213,12,181
37018213,13,249
37018213,14,264
37018213,15,254
37018213,16,339
37018213,17,501
37018213,18,186
37018213,19,121
37018213,20,84
37018213,21,60
37018213,22,31
37018213,23,16
37018411,0,38
37018411,1,25
37018411,2,15
37018411,3,10
37018411,4,16
37018411,5,46
37018411,6,112
37018411,7,180
37018411,8,293
37018411,9,284
37018411,10,270
37018411,11,251
37018411,12,258
37018411,13,343
37018411,14,376
37018411,15,421
37018411,16,535
37018411,17,643
37018411,18,231
37018411,19,140
37018411,20,105
37018411,21,55
37018411,22,44
37018411,23,48
37018412,0,21
37018412,1,12
37018412,2,11
37018412,3,7
37018412,4,30
37018412,5,58
37018412,6,116
37018412,7,193
37018412,8,245
37018412,9,256
37018412,10,239
37018412,11,182
37018412,12,192
37018412,13,260
37018412,14,257
37018412,15,303
37018412,16,295
37018412,17,276
37018412,18,159
37018412,19,113
37018412,20,60
37018412,21,64
37018412,22,24
37018412,23,23
37018413,0,4
37018413,1,9
37018413,2,5
37018413,3,8
37018413,4,16
37018413,5,31
37018413,6,50
37018413,7,90
37018413,8,90
37018413,9,119
37018413,10,95
37018413,11,72
37018413,12,75
37018413,13,96
37018413,14,108
37018413,15,119
37018413,16,118
37018413,17,109
37018413,18,74
37018413,19,46
37018413,20,39
37018413,21,28
37018413,22,15
37018413,23,4
37018414,0,29
37018414,1,32
37018414,2,21
37018414,3,29
37018414,4,45
37018414,5,128
37018414,6,298
37018414,7,384
37018414,8,463
37018414,9,470
37018414,10,406
37018414,11,313
37018414,12,294
37018414,13,379
37018414,14,418
37018414,15,379
37018414,16,394
37018414,17,313
37018414,18,220
37018414,19,140
37018414,20,116
37018414,21,67
37018414,22,54
37018414,23,43
37018415,0,26
37018415,1,21
37018415,2,21
37018415,3,21
37018415,4,19
37018415,5,53
37018415,6,85
37018415,7,110
37018415,8,135
37018415,9,164
37018415,10,179
37018415,11,131
37018415,12,135
37018415,13,132
37018415,14,139
37018415,15,130
37018415,16,183
37018415,17,192
37018415,18,97
37018415,19,60
37018415,20,42
37018415,21,33
37018415,22,20
37018415,23,47
37018416,0,18
37018416,1,34
37018416,2,27
37018416,3,66
37018416,4,73
37018416,5,121
37018416,6,208
37018416,7,334
37018416,8,396
37018416,9,382
37018416,10,366
37018416,11,313
37018416,12,346
37018416,13,360
37018416,14,388
37018416,15,368
37018416,16,374
37018416,17,389
37018416,18,259
37018416,19,179
37018416,20,117
37018416,21,67
37018416,22,55
37018416,23,52
37018417,0,27
37018417,1,21
37018417,2,24
37018417,3,17
37018417,4,38
37018417,5,126
37018417,6,370
37018417,7,482
37018417,8,530
37018417,9,470
37018417,10,374
37018417,11,317
37018417,12,306
37018417,13,282
37018417,14,312
37018417,15,302
37018417,16,339
37018417,17,329
37018417,18,218
37018417,19,127
37018417,20,78
37018417,21,64
37018417,22,40
37018417,23,42
37018418,0,24
37018418,1,19
37018418,2,26
37018418,3,20
37018418,4,51
37018418,5,120
37018418,6,208
37018418,7,242
37018418,8,272
37018418,9,272
37018418,10,274
37018418,11,222
37018418,12,239
37018418,13,238
37018418,14,234
37018418,15,260
37018418,16,308
37018418,17,345
37018418,18,202
37018418,19,120
37018418,20,89
37018418,21,60
37018418,22,60
37018418,23,39
37018611,0,4
37018611,1,1
37018611,2,4
37018611,3,7
37018611,4,3
37018611,5,22
37018611,6,37
37018611,7,79
37018611,8,87
37018611,9,85
37018611,10,74
37018611,11,60
37018611,12,59
37018611,13,70
37018611,14,87
37018611,15,90
37018611,16,80
37018611,17,78
37018611,18,47
37018611,19,38
37018611,20,28
37018611,21,26
37018611,22,7
37018611,23,5
37018612,0,2
37018612,1,1
37018612,2,6
37018612,3,3
37018612,4,7
37018612,5,22
37018612,6,42
37018612,7,36
37018612,8,41
37018612,9,46
37018612,10,26
37018612,11,29
37018612,12,26
37018612,13,42
37018612,14,52
37018612,15,55
37018612,16,53
37018612,17,51
37018612,18,31
37018612,19,21
37018612,20,15
37018612,21,4
37018612,22,7
37018612,23,2
37018613,0,14
37018613,1,7
37018613,2,9
37018613,3,8
37018613,4,12
37018613,5,47
37018613,6,88
37018613,7,129
37018613,8,165
37018613,9,187
37018613,10,165
37018613,11,140
37018613,12,126
37018613,13,167
37018613,14,168
37018613,15,187
37018613,16,196
37018613,17,185
37018613,18,124
37018613,19,81
37018613,20,68
37018613,21,38
37018613,22,31
37018613,23,17
37018614,0,5
37018614,1,3
37018614,2,3
37018614,4,6
37018614,5,9
37018614,6,18
37018614,7,21
37018614,8,27
37018614,9,50
37018614,10,52
37018614,11,29
37018614,12,40
37018614,13,41
37018614,14,49
37018614,15,66
37018614,16,53
37018614,17,43
37018614,18,35
37018614,19,21
37018614,20,19
37018614,21,22
37018614,22,17
37018614,23,4
37018615,0,12
37018615,1,3
37018615,2,1
37018615,3,7
37018615,4,14
37018615,5,32
37018615,6,43
37018615,7,59
37018615,8,80
37018615,9,96
37018615,10,88
37018615,11,68
37018615,12,88
37018615,13,75
37018615,14,78
37018615,15,122
37018615,16,125
37018615,17,103
37018615,18,79
37018615,19,72
37018615,20,58
37018615,21,29
37018615,22,27
37018615,23,13
37018616,0,63
37018616,1,35
37018616,2,35
37018616,3,38
37018616,4,53
37018616,5,121
37018616,6,165
37018616,7,183
37018616,8,219
37018616,9,276
37018616,10,240
37018616,11,212
37018616,12,226
37018616,13,259
37018616,14,328
37018616,15,291
37018616,16,322
37018616,17,256
37018616,18,242
37018616,19,179
37018616,20,167
37018616,21,171
37018616,22,128
37018616,23,67
37018617,0,4
37018617,1,3
37018617,2,2
37018617,3,4
37018617,4,14
37018617,5,23
37018617,6,41
37018617,7,82
37018617,8,85
37018617,9,98
37018617,10,83
37018617,11,78
37018617,12,71
37018617,13,80
37018617,14,109
37018617,15,107
37018617,16,83
37018617,17,79
37018617,18,41
37018617,19,29
37018617,20,31
37018617,21,18
37018617,22,8
37018617,23,11
37018811,0,13
37018811,1,4
37018811,2,6
37018811,3,4
37018811,4,22
37018811,5,33
37018811,6,58
37018811,7,71
37018811,8,126
37018811,9,110
37018811,10,95
37018811,11,90
37018811,12,84
37018811,13,71
37018811,14,87
37018811,15,99
37018811,16,127
37018811,17,107
37018811,18,62
37018811,19,47
37018811,20,42
37018811,21,23
37018811,22,18
37018811,23,14
37018A11,0,13
37018A11,1,8
37018A11,2,4
37018A11,3,2
37018A11,4,13
37018A11,5,37
37018A11,6,100
37018A11,7,232
37018A11,8,235
37018A11,9,195
37018A11,10,154
37018A11,11,133
37018A11,12,144
37018A11,13,160
37018A11,14,166
37018A11,15,219
37018A11,16,210
37018A11,17,248
37018A11,18,104
37018A11,19,54
37018A11,20,52
37018A11,21,25
37018A11,22,20
37018A11,23,9
37018A21,0,12
37018A21,1,7
37018A21,2,6
37018A21,3,6
37018A21,4,13
37018A21,5,38
37018A21,6,77
37018A21,7,107
37018A21,8,154
37018A21,9,156
37018A21,10,169
37018A21,11,142
37018A21,12,142
37018A21,13,159
37018A21,14,195
37018A21,15,236
37018A21,16,192
37018A21,17,189
