ENTOLLSTATIONHEX,EntryHour,EntryCount
37011035,22,212
37011035,23,161
37011036,0,72
37011036,1,55
37011036,2,97
37011036,3,75
37011036,4,76
37011036,5,193
37011036,6,334
37011036,7,398
37011036,8,534
37011036,9,536
37011036,10,467
37011036,11,415
37011036,12,383
37011036,13,372
37011036,14,408
37011036,15,425
37011036,16,414
37011036,17,418
37011036,18,293
37011036,19,191
37011036,20,161
37011036,21,123
37011036,22,126
37011036,23,59
37011037,0,64
37011037,1,65
37011037,2,51
37011037,3,67
37011037,4,68
37011037,5,166
37011037,6,338
37011037,7,625
37011037,8,753
37011037,9,858
37011037,10,734
37011037,11,653
37011037,12,554
37011037,13,654
37011037,14,652
37011037,15,725
37011037,16,784
37011037,17,643
37011037,18,476
37011037,19,362
37011037,20,247
37011037,21,163
37011037,22,121
37011037,23,76
37011038,0,37
37011038,1,28
37011038,2,28
37011038,3,34
37011038,4,104
37011038,5,211
37011038,6,370
37011038,7,465
37011038,8,549
37011038,9,553
37011038,10,468
37011038,11,320
37011038,12,389
37011038,13,492
37011038,14,522
37011038,15,486
37011038,16,475
37011038,17,433
37011038,18,281
37011038,19,200
37011038,20,124
37011038,21,90
37011038,22,58
37011038,23,56
37011039,0,9
37011039,1,5
37011039,2,9
37011039,3,9
37011039,4,12
37011039,5,41
37011039,6,114
37011039,7,209
37011039,8,254
37011039,9,343
37011039,10,458
37011039,11,373
37011039,12,447
37011039,13,372
37011039,14,579
37011039,15,642
37011039,16,613
37011039,17,667
37011039,18,507
37011039,19,247
37011039,20,269
37011039,21,106
37011039,22,108
37011039,23,69
37011043,0,24
37011043,1,22
37011043,2,9
37011043,3,10
37011043,4,31
37011043,5,71
37011043,6,116
37011043,7,299
37011043,8,455
37011043,9,516
37011043,10,401
37011043,11,312
37011043,12,299
37011043,13,376
37011043,14,419
37011043,15,444
37011043,16,447
37011043,17,419
37011043,18,285
37011043,19,150
37011043,20,118
37011043,21,81
37011043,22,54
37011043,23,32
37011044,0,23
37011044,1,24
37011044,2,12
37011044,3,30
37011044,4,45
37011044,5,85
37011044,6,217
37011044,7,462
37011044,8,732
37011044,9,666
37011044,10,474
37011044,11,361
37011044,12,337
37011044,13,496
37011044,14,566
37011044,15,531
37011044,16,547
37011044,17,494
37011044,18,304
37011044,19,215
37011044,20,202
37011044,21,145
37011044,22,82
37011044,23,59
37011045,0,17
37011045,1,22
37011045,2,13
37011045,3,24
37011045,4,18
37011045,5,58
37011045,6,151
37011045,7,329
37011045,8,448
37011045,9,373
37011045,10,324
37011045,11,252
37011045,12,232
37011045,13,346
37011045,14,294
37011045,15,376
37011045,16,374
37011045,17,371
37011045,18,252
37011045,19,145
37011045,20,92
37011045,21,71
37011045,22,53
37011045,23,26
37011046,0,21
37011046,1,14
37011046,2,22
37011046,3,25
37011046,4,34
37011046,5,89
37011046,6,191
37011046,7,447
37011046,8,485
37011046,9,577
37011046,10,515
37011046,11,378
37011046,12,350
37011046,13,500
37011046,14,552
37011046,15,485
37011046,16,504
37011046,17,684
37011046,18,438
37011046,19,188
37011046,20,144
37011046,21,104
37011046,22,59
37011046,23,37
37011061,0,98
37011061,1,96
37011061,2,69
37011061,3,87
37011061,4,212
37011061,5,346
37011061,6,639
37011061,7,916
37011061,8,1250
37011061,9,1251
37011061,10,1140
37011061,11,840
37011061,12,816
37011061,13,936
37011061,14,1075
37011061,15,1054
37011061,16,1075
37011061,17,1021
37011061,18,725
37011061,19,469
37011061,20,363
37011061,21,244
37011061,22,181
37011061,23,143
37011062,0,25
37011062,1,21
37011062,2,10
37011062,3,24
37011062,4,61
37011062,5,102
37011062,6,151
37011062,7,255
37011062,8,342
37011062,9,319
37011062,10,292
37011062,11,239
37011062,12,257
37011062,13,341
37011062,14,348
37011062,15,325
37011062,16,412
37011062,17,361
37011062,18,262
37011062,19,209
37011062,20,128
37011062,21,99
37011062,22,60
37011062,23,49
37011091,0,11
37011091,1,11
37011091,2,3
37011091,3,8
37011091,4,10
37011091,5,43
37011091,6,87
37011091,7,134
37011091,8,112
37011091,9,121
37011091,10,137
37011091,11,156
37011091,12,110
37011091,13,140
37011091,14,151
37011091,15,156
37011091,16,213
37011091,17,174
37011091,18,120
37011091,19,89
37011091,20,65
37011091,21,53
37011091,22,24
37011091,23,13
37011212,0,58
37011212,1,75
37011212,2,62
37011212,3,84
37011212,4,117
37011212,5,185
37011212,6,512
37011212,7,855
37011212,8,976
37011212,9,960
37011212,10,836
37011212,11,731
37011212,12,720
37011212,13,826
37011212,14,922
37011212,15,945
37011212,16,1603
37011212,17,1608
37011212,18,630
37011212,19,386
37011212,20,292
37011212,21,193
37011212,22,110
37011212,23,59
37011213,0,14
37011213,1,10
37011213,2,11
37011213,3,12
37011213,4,20
37011213,5,65
37011213,6,186
37011213,7,262
37011213,8,326
37011213,9,296
37011213,10,299
37011213,11,253
37011213,12,271
37011213,13,307
37011213,14,344
37011213,15,427
37011213,16,518
37011213,17,396
37011213,18,162
37011213,19,134
37011213,20,105
37011213,21,39
37011213,22,30
37011213,23,17
37011214,0,29
37011214,1,29
37011214,2,31
37011214,3,37
37011214,4,85
37011214,5,242
37011214,6,675
37011214,7,1176
37011214,8,1257
37011214,9,1058
37011214,10,909
37011214,11,714
37011214,12,804
37011214,13,1012
37011214,14,1124
37011214,15,1311
37011214,16,1463
37011214,17,1391
37011214,18,622
37011214,19,420
37011214,20,287
37011214,21,189
37011214,22,99
37011214,23,69
37011215,0,31
37011215,1,28
37011215,2,16
37011215,3,30
37011215,4,65
37011215,5,247
37011215,6,763
37011215,7,1162
37011215,8,1125
37011215,9,948
37011215,10,757
37011215,11,592
37011215,12,717
37011215,13,835
37011215,14,1035
37011215,15,1041
37011215,16,946
37011215,17,715
37011215,18,427
37011215,19,257
37011215,20,170
37011215,21,107
37011215,22,79
37011215,23,39
37011216,0,14
37011216,1,5
37011216,2,7
37011216,3,12
37011216,4,29
37011216,5,93
37011216,6,194
37011216,7,255
37011216,8,304
37011216,9,274
37011216,10,236
37011216,11,226
37011216,12,264
37011216,13,325
37011216,14,366
37011216,15,389
37011216,16,342
37011216,17,272
37011216,18,140
37011216,19,106
37011216,20,71
37011216,21,53
37011216,22,27
37011216,23,14
37011217,0,6
37011217,1,1
37011217,2,5
37011217,3,7
37011217,4,18
37011217,5,35
37011217,6,46
37011217,7,66
37011217,8,86
37011217,9,71
37011217,10,79
37011217,11,78
37011217,12,83
37011217,13,89
37011217,14,114
37011217,15,122
37011217,16,119
37011217,17,74
37011217,18,46
37011217,19,22
37011217,20,13
37011217,21,10
37011217,22,8
37011217,23,7
37011221,0,64
37011221,1,31
37011221,2,21
37011221,3,35
37011221,4,142
37011221,5,1340
37011221,6,1391
37011221,7,3053
37011221,8,3076
37011221,9,2358
37011221,10,1822
37011221,11,1389
37011221,12,1399
37011221,13,1561
37011221,14,1768
37011221,15,1845
37011221,16,2294
37011221,17,2726
37011221,18,1301
37011221,19,631
37011221,20,545
37011221,21,463
37011221,22,243
37011221,23,124
37011222,0,48
37011222,1,58
37011222,2,37
37011222,3,45
37011222,4,170
37011222,5,600
37011222,6,1534
37011222,7,4128
37011222,8,3396
37011222,9,1945
37011222,10,1627
37011222,11,1327
37011222,12,1138
37011222,13,1554
37011222,14,1723
37011222,15,1680
37011222,16,2021
37011222,17,2028
37011222,18,911
37011222,19,605
37011222,20,543
37011222,21,605
37011222,22,228
37011222,23,105
37011223,0,57
37011223,1,35
37011223,2,44
37011223,3,55
37011223,4,112
37011223,5,382
37011223,6,1854
37011223,7,4058
37011223,8,2785
37011223,9,1665
37011223,10,1173
37011223,11,948
37011223,12,937
37011223,13,1091
37011223,14,1023
37011223,15,1097
37011223,16,1540
37011223,17,1831
37011223,18,743
37011223,19,446
37011223,20,294
37011223,21,206
37011223,22,139
37011223,23,94
37011224,0,39
37011224,1,25
37011224,2,19
37011224,3,22
37011224,4,76
37011224,5,277
37011224,6,1200
37011224,7,2933
37011224,8,1814
37011224,9,1199
37011224,10,1032
37011224,11,905
37011224,12,799
37011224,13,852
37011224,14,961
37011224,15,980
37011224,16,1544
37011224,17,1820
37011224,18,728
37011224,19,413
37011224,20,345
37011224,21,210
37011224,22,93
37011224,23,68
37011225,0,52
37011225,1,32
37011225,2,20
37011225,3,41
37011225,4,55
37011225,5,264
37011225,6,855
37011225,7,1832
37011225,8,1807
37011225,9,1307
37011225,10,1103
37011225,11,1027
37011225,12,927
37011225,13,1047
37011225,14,1063
37011225,15,1303
37011225,16,2484
37011225,17,3611
37011225,18,1124
37011225,19,547
37011225,20,396
37011225,21,195
37011225,22,108
37011225,23,73
37011226,0,93
37011226,1,33
37011226,2,25
37011226,3,28
37011226,4,60
37011226,5,197
37011226,6,625
37011226,7,1066
37011226,8,1355
37011226,9,1094
37011226,10,1048
37011226,11,942
37011226,12,760
37011226,13,939
37011226,14,975
37011226,15,1319
37011226,16,2576
37011226,17,3384
37011226,18,967
37011226,19,479
37011226,20,403
37011226,21,249
37011226,22,132
37011226,23,48
37011227,0,233
37011227,1,205
37011227,2,163
37011227,3,215
37011227,4,522
37011227,5,1729
37011227,6,5315
37011227,7,12077
37011227,8,9934
37011227,9,7651
37011227,10,6186
37011227,11,4810
37011227,12,4632
37011227,13,5123
37011227,14,5181
37011227,15,5226
37011227,16,5298
37011227,17,5402
37011227,18,2945
37011227,19,1918
37011227,20,1522
37011227,21,983
37011227,22,598
37011227,23,373
37011228,0,25
37011228,1,48
37011228,2,19
37011228,3,30
37011228,4,31
37011228,5,68
37011228,6,214
37011228,7,441
37011228,8,540
37011228,9,436
37011228,10,402
37011228,11,413
37011228,12,306
37011228,13,321
37011228,14,375
37011228,15,551
37011228,16,1111
37011228,17,994
37011228,18,465
37011228,19,303
37011228,20,153
37011228,21,115
37011228,22,57
37011228,23,39
37011231,0,10
37011231,1,7
37011231,2,8
37011231,3,8
37011231,4,16
37011231,5,31
37011231,6,143
37011231,7,219
37011231,8,264
37011231,9,248
37011231,10,195
37011231,11,178
37011231,12,191
37011231,13,231
37011231,14,259
37011231,15,300
37011231,16,318
37011231,17,223
37011231,18,122
37011231,19,70
37011231,20,47
37011231,21,28
37011231,22,20
37011231,23,15
37011232,0,26
37011232,1,19
37011232,2,19
37011232,3,21
37011232,4,66
37011232,5,239
37011232,6,575
37011232,7,740
37011232,8,856
37011232,9,786
37011232,10,603
37011232,11,570
37011232,12,657
37011232,13,665
37011232,14,768
37011232,15,764
37011232,16,779
37011232,17,782
37011232,18,376
37011232,19,218
37011232,20,162
37011232,21,106
37011232,22,67
37011232,23,41
37011233,0,54
37011233,1,31
37011233,2,40
37011233,3,44
37011233,4,102
37011233,5,380
37011233,6,881
37011233,7,1347
37011233,8,1459
37011233,9,1115
37011233,10,1029
37011233,11,782
37011233,12,1037
37011233,13,1223
37011233,14,1146
37011233,15,1219
37011233,16,1125
37011233,17,935
37011233,18,548
37011233,19,373
37011233,20,278
37011233,21,170
37011233,22,96
37011233,23,70
37011234,0,12
37011234,1,7
37011234,2,14
37011234,3,17
37011234,4,29
37011234,5,74
37011234,6,170
37011234,7,256
37011234,8,292
37011234,9,276
37011234,10,213
37011234,11,205
37011234,12,210
37011234,13,266
37011234,14,221
37011234,15,254
37011234,16,257
37011234,17,259
37011234,18,152
37011234,19,90
37011234,20,35
37011234,21,19
37011234,22,10
37011234,23,17
37011235,0,42
37011235,1,19
37011235,2,23
37011235,3,40
37011235,4,66
37011235,5,200
37011235,6,430
37011235,7,578
37011235,8,758
37011235,9,613
37011235,10,569
37011235,11,498
37011235,12,509
37011235,13,656
37011235,14,659
37011235,15,683
37011235,16,682
37011235,17,574
37011235,18,361
37011235,19,230
37011235,20,138
37011235,21,94
37011235,22,47
37011235,23,42
37011236,0,241
37011236,1,67
37011236,2,4
37011236,3,9
37011236,4,27
37011236,5,262
37011236,6,634
37011236,7,571
37011236,8,982
37011236,9,1595
37011236,10,1424
37011236,11,2032
37011236,12,1788
37011236,13,1479
37011236,14,1702
37011236,15,2025
37011236,16,2108
37011236,17,1644
37011236,18,2070
37011236,19,1359
37011236,20,944
37011236,21,849
37011236,22,1027
37011236,23,213
37011241,0,23
37011241,1,14
37011241,2,22
37011241,3,32
37011241,4,54
37011241,5,133
37011241,6,224
37011241,7,346
37011241,8,441
37011241,9,374
37011241,10,373
37011241,11,291
37011241,12,318
37011241,13,457
37011241,14,495
37011241,15,482
37011241,16,448
37011241,17,350
37011241,18,174
37011241,19,131
37011241,20,85
37011241,21,66
37011241,22,40
37011241,23,32
37011242,0,2
37011242,1,4
37011242,2,5
37011242,3,9
37011242,4,22
37011242,5,52
37011242,6,98
37011242,7,172
37011242,8,180
37011242,9,165
37011242,10,133
37011242,11,117
37011242,12,129
37011242,13,175
37011242,14,175
37011242,15,216
37011242,16,307
37011242,17,200
37011242,18,93
37011242,19,77
37011242,20,43
37011242,21,37
37011242,22,20
37011242,23,9
37011243,0,22
37011243,1,19
37011243,2,23
37011243,3,30
37011243,4,51
37011243,5,161
37011243,6,434
37011243,7,721
37011243,8,711
37011243,9,580
37011243,10,508
37011243,11,365
37011243,12,472
37011243,13,535
37011243,14,541
37011243,15,544
37011243,16,529
37011243,17,496
37011243,18,322
37011243,19,225
37011243,20,133
37011243,21,115
37011243,22,78
37011243,23,39
37011244,0,45
37011244,1,26
37011244,2,41
37011244,3,57
37011244,4,126
37011244,5,343
37011244,6,643
37011244,7,1184
37011244,8,1499
37011244,9,1161
37011244,10,859
37011244,11,735
37011244,12,764
37011244,13,916
37011244,14,934
37011244,15,886
37011244,16,864
37011244,17,771
37011244,18,487
37011244,19,308
37011244,20,225
37011244,21,172
37011244,22,102
37011244,23,56
37011245,0,18
37011245,1,20
37011245,2,20
37011245,3,25
37011245,4,46
37011245,5,89
37011245,6,208
37011245,7,373
37011245,8,412
37011245,9,383
37011245,10,359
37011245,11,313
37011245,12,314
37011245,13,425
37011245,14,429
37011245,15,472
37011245,16,708
37011245,17,850
37011245,18,366
37011245,19,203
37011245,20,163
37011245,21,123
37011245,22,78
37011245,23,38
37011246,0,11
37011246,1,9
37011246,2,12
37011246,3,2
37011246,4,4
37011246,5,14
37011246,6,40
37011246,7,71
37011246,8,85
37011246,9,91
37011246,10,100
37011246,11,96
37011246,12,90
37011246,13,112
37011246,14,115
37011246,15,125
37011246,16,151
37011246,17,128
37011246,18,64
37011246,19,31
37011246,20,41
37011246,21,34
37011246,22,22
37011246,23,20
37011247,0,13
37011247,1,8
37011247,2,6
37011247,3,10
37011247,4,18
37011247,5,54
37011247,6,154
37011247,7,172
37011247,8,255
37011247,9,218
37011247,10,204
37011247,11,159
37011247,12,209
37011247,13,240
37011247,14,224
37011247,15,256
37011247,16,286
37011247,17,289
37011247,18,117
37011247,19,93
37011247,20,45
37011247,21,47
37011247,22,19
37011247,23,17
37011411,0,21
37011411,1,15
37011411,2,12
37011411,3,19
37011411,4,30
37011411,5,76
37011411,6,138
37011411,7,164
37011411,8,227
37011411,9,225
37011411,10,250
37011411,11,213
37011411,12,215
37011411,13,220
37011411,14,242
37011411,15,314
37011411,16,265
37011411,17,190
37011411,18,118
37011411,19,87
37011411,20,58
37011411,21,41
37011411,22,24
37011411,23,25
37011421,0,10
37011421,1,12
37011421,2,19
37011421,3,16
37011421,4,43
37011421,5,60
37011421,6,135
37011421,7,210
37011421,8,326
37011421,9,260
37011421,10,233
37011421,11,208
37011421,12,229
37011421,13,224
37011421,14,272
37011421,15,317
37011421,16,325
37011421,17,270
37011421,18,128
37011421,19,96
37011421,20,54
37011421,21,36
37011421,22,23
37011421,23,14
37011431,0,24
37011431,1,14
37011431,2,24
37011431,3,22
37011431,4,38
37011431,5,51
37011431,6,163
37011431,7,216
37011431,8,281
37011431,9,273
37011431,10,301
37011431,11,251
37011431,12,286
37011431,13,294
37011431,14,360
37011431,15,402
37011431,16,458
37011431,17,593
37011431,18,225
37011431,19,168
37011431,20,125
37011431,21,89
37011431,22,58
37011431,23,28
37011611,13,1
37011612,0,12
37011612,1,13
37011612,2,11
37011612,3,22
37011612,4,55
37011612,5,125
37011612,6,240
37011612,7,423
37011612,8,589
37011612,9,500
37011612,10,343
37011612,11,242
37011612,12,301
37011612,13,391
37011612,14,413
37011612,15,358
37011612,16,338
37011612,17,290
37011612,18,186
37011612,19,132
37011612,20,83
37011612,21,76
37011612,22,43
37011612,23,40
37011613,0,31
37011613,1,33
37011613,2,42
37011613,3,55
37011613,4,132
37011613,5,275
37011613,6,790
37011613,7,969
37011613,8,1478
37011613,9,1207
37011613,10,1013
37011613,11,757
37011613,12,921
37011613,13,1114
37011613,14,1094
37011613,15,963
37011613,16,897
37011613,17,702
37011613,18,574
37011613,19,321
37011613,20,260
37011613,21,200
37011613,22,110
37011613,23,40
37011615,0,29
37011615,1,14
37011615,2,14
37011615,3,22
37011615,4,33
37011615,5,113
37011615,6,264
37011615,7,314
37011615,8,406
37011615,9,373
37011615,10,326
37011615,11,282
37011615,12,354
37011615,13,461
37011615,14,470
37011615,15,385
37011615,16,458
37011615,17,437
37011615,18,281
37011615,19,154
37011615,20,130
37011615,21,102
37011615,22,51
37011615,23,35
37011622,0,16
37011622,1,12
37011622,2,9
37011622,3,15
37011622,4,29
37011622,5,66
37011622,6,130
37011622,7,200
37011622,8,266
37011622,9,267
37011622,10,305
37011622,11,247
37011622,12,296
37011622,13,323
37011622,14,363
37011622,15,363
37011622,16,378
37011622,17,420
37011622,18,238
37011622,19,171
37011622,20,130
37011622,21,77
37011622,22,66
37011622,23,38
37011624,0,14
37011624,1,10
37011624,2,13
37011624,3,6
37011624,4,16
37011624,5,31
37011624,6,56
37011624,7,98
37011624,8,122
37011624,9,125
37011624,10,135
37011624,11,144
37011624,12,156
37011624,13,185
37011624,14,210
37011624,15,197
37011624,16,205
37011624,17,248
37011624,18,151
37011624,19,128
37011624,20,97
37011624,21,63
37011624,22,35
37011624,23,25
37011811,0,107
37011811,1,75
37011811,2,68
37011811,3,82
37011811,4,133
37011811,5,281
37011811,6,692
37011811,7,1140
37011811,8,1579
37011811,9,1336
37011811,10,1181
37011811,11,1043
37011811,12,1061
37011811,13,1107
37011811,14,1257
37011811,15,1350
37011811,16,1284
37011811,17,1183
37011811,18,763
37011811,19,461
37011811,20,376
37011811,21,374
37011811,22,244
37011811,23,150
37011812,0,43
37011812,1,50
37011812,2,27
37011812,3,34
37011812,4,86
37011812,5,207
37011812,6,622
37011812,7,1378
37011812,8,1428
37011812,9,1149
37011812,10,861
37011812,11,701
37011812,12,679
37011812,13,758
37011812,14,846
37011812,15,862
37011812,16,919
37011812,17,919
37011812,18,616
37011812,19,344
37011812,20,282
37011812,21,204
37011812,22,122
37011812,23,92
37011813,0,12
37011813,1,5
37011813,2,13
37011813,3,14
37011813,4,36
37011813,5,45
37011813,6,94
37011813,7,154
37011813,8,152
37011813,9,130
37011813,10,140
37011813,11,134
37011813,12,112
37011813,13,106
37011813,14,129
37011813,15,190
37011813,16,160
37011813,17,140
37011813,18,115
37011813,19,59
37011813,20,43
37011813,21,28
37011813,22,24
37011813,23,8
37011814,0,65
37011814,1,43
37011814,2,42
37011814,3,45
37011814,4,88
37011814,5,167
37011814,6,397
37011814,7,782
37011814,8,729
37011814,9,671
37011814,10,611
37011814,11,499
37011814,12,455
37011814,13,634
37011814,14,653
37011814,15,704
37011814,16,878
37011814,17,980
37011814,18,647
37011814,19,295
37011814,20,275
37011814,21,219
37011814,22,153
37011814,23,88
37011815,0,40
37011815,1,60
37011815,2,110
37011815,3,46
37011815,4,48
37011815,5,127
37011815,6,306
37011815,7,523
37011815,8,716
37011815,9,622
37011815,10,484
37011815,11,414
37011815,12,440
37011815,13,509
37011815,14,525
37011815,15,494
37011815,16,578
37011815,17,583
37011815,18,392
37011815,19,187
37011815,20,130
37011815,21,130
37011815,22,80
37011815,23,68
37011817,0,16
37011817,1,16
37011817,2,7
37011817,3,7
37011817,4,25
37011817,5,60
37011817,6,159
37011817,7,175
37011817,8,170
37011817,9,192
37011817,10,198
37011817,11,150
37011817,12,167
37011817,13,185
37011817,14,227
37011817,15,252
37011817,16,269
37011817,17,209
37011817,18,112
37011817,19,97
37011817,20,50
37011817,21,48
37011817,22,35
37011817,23,30
37011818,0,9
37011818,1,4
37011818,2,3
37011818,3,8
37011818,4,12
37011818,5,23
37011818,6,49
37011818,7,65
37011818,8,90
37011818,9,96
37011818,10,95
37011818,11,101
37011818,12,93
37011818,13,92
37011818,14,107
37011818,15,127
37011818,16,121
37011818,17,117
37011818,18,69
37011818,19,67
37011818,20,41
37011818,21,20
37011818,22,14
37011818,23,10
37011821,0,59
37011821,1,46
37011821,2,63
37011821,3,59
37011821,4,95
37011821,5,166
37011821,6,300
37011821,7,336
37011821,8,428
37011821,9,412
37011821,10,373
37011821,11,390
37011821,12,339
37011821,13,375
37011821,14,405
37011821,15,382
37011821,16,443
37011821,17,354
37011821,18,298
37011821,19,202
37011821,20,163
37011821,21,139
37011821,22,99
37011821,23,67
37011822,0,68
37011822,1,66
37011822,2,67
37011822,3,52
37011822,4,108
37011822,5,228
37011822,6,442
37011822,7,632
37011822,8,749
37011822,9,715
37011822,10,568
37011822,11,499
37011822,12,531
37011822,13,667
37011822,14,708
37011822,15,657
37011822,16,757
37011822,17,784
37011822,18,385
37011822,19,253
37011822,20,214
37011822,21,191
37011822,22,118
37011822,23,81
37011823,0,34
37011823,1,51
37011823,2,18
37011823,3,31
37011823,4,82
37011823,5,257
37011823,6,422
37011823,7,598
37011823,8,764
37011823,9,682
37011823,10,600
37011823,11,471
37011823,12,457
37011823,13,605
37011823,14,611
37011823,15,664
37011823,16,617
37011823,17,551
37011823,18,362
37011823,19,266
37011823,20,276
37011823,21,150
37011823,22,130
37011823,23,60
37011824,0,99
37011824,1,65
37011824,2,77
37011824,3,78
37011824,4,169
37011824,5,421
37011824,6,1161
37011824,7,2532
37011824,8,3363
37011824,9,2976
37011824,10,2400
37011824,11,2071
37011824,12,1987
37011824,13,2123
37011824,14,2299
37011824,15,2163
37011824,16,2215
37011824,17,2007
37011824,18,1235
37011824,19,790
37011824,20,644
37011824,21,435
37011824,22,237
37011824,23,146
37011825,0,18
37011825,1,16
37011825,2,13
37011825,3,26
37011825,4,29
37011825,5,91
37011825,6,353
37011825,7,284
37011825,8,425
37011825,9,390
37011825,10,375
37011825,11,363
37011825,12,347
37011825,13,542
37011825,14,444
37011825,15,573
37011825,16,606
37011825,17,643
37011825,18,298
37011825,19,162
37011825,20,117
37011825,21,86
37011825,22,56
37011825,23,57
37011826,0,23
37011826,1,18
37011826,2,11
37011826,3,10
37011826,4,32
37011826,5,138
37011826,6,533
37011826,7,1552
37011826,8,1234
37011826,9,949
37011826,10,883
37011826,11,650
37011826,12,789
37011826,13,1106
37011826,14,1206
37011826,15,1143
37011826,16,1188
37011826,17,1110
37011826,18,529
37011826,19,282
37011826,20,270
37011826,21,179
37011826,22,87
37011826,23,48
37011827,0,103
37011827,1,67
37011827,2,64
37011827,3,88
37011827,4,185
37011827,5,476
37011827,6,978
37011827,7,2063
37011827,8,2532
37011827,9,2113
37011827,10,1673
37011827,11,1309
37011827,12,1333
37011827,13,1410
37011827,14,1490
37011827,15,1522
37011827,16,1607
37011827,17,1402
37011827,18,926
37011827,19,675
37011827,20,521
37011827,21,403
37011827,22,273
37011827,23,213
37011828,0,59
37011828,1,49
37011828,2,47
37011828,3,55
37011828,4,84
37011828,5,186
37011828,6,455
37011828,7,629
37011828,8,770
37011828,9,842
37011828,10,756
37011828,11,703
37011828,12,711
37011828,13,744
37011828,14,758
37011828,15,793
37011828,16,829
37011828,17,815
37011828,18,411
37011828,19,289
37011828,20,199
37011828,21,229
37011828,22,137
37011828,23,60
37011829,0,44
37011829,1,35
37011829,2,35
37011829,3,50
37011829,4,87
37011829,5,150
37011829,6,416
37011829,7,751
37011829,8,778
37011829,9,769
37011829,10,719
37011829,11,667
37011829,12,656
37011829,13,687
37011829,14,658
37011829,15,750
37011829,16,981
37011829,17,1046
37011829,18,429
37011829,19,237
37011829,20,191
37011829,21,151
37011829,22,86
37011829,23,48
3701182A,0,38
3701182A,1,20
3701182A,2,20
3701182A,3,16
3701182A,4,71
3701182A,5,117
3701182A,6,287
3701182A,7,404
3701182A,8,455
3701182A,9,442
3701182A,10,429
3701182A,11,354
3701182A,12,313
3701182A,13,377
3701182A,14,462
3701182A,15,504
3701182A,16,493
3701182A,17,539
3701182A,18,336
3701182A,19,206
3701182A,20,192
3701182A,21,123
3701182A,22,86
3701182A,23,46
37011831,0,22
37011831,1,13
37011831,2,16
37011831,3,15
37011831,4,26
37011831,5,54
37011831,6,126
37011831,7,189
37011831,8,204
37011831,9,205
37011831,10,278
37011831,11,213
37011831,12,205
37011831,13,250
37011831,14,293
37011831,15,310
37011831,16,363
37011831,17,310
37011831,18,136
37011831,19,112
37011831,20,72
37011831,21,72
37011831,22,36
37011831,23,25
37011832,0,13
37011832,1,20
37011832,2,21
37011832,3,21
37011832,4,45
37011832,5,98
37011832,6,139
37011832,7,126
37011832,8,172
37011832,9,198
37011832,10,207
37011832,11,216
37011832,12,237
37011832,13,235
37011832,14,295
37011832,15,281
37011832,16,347
37011832,17,284
37011832,18,174
37011832,19,121
37011832,20,85
37011832,21,57
37011832,22,42
37011832,23,21
37011835,0,17
37011835,1,4
37011835,2,13
37011835,3,12
37011835,4,40
37011835,5,81
37011835,6,200
37011835,7,668
37011835,8,653
37011835,9,478
37011835,10,437
37011835,11,346
37011835,12,332
37011835,13,429
37011835,14,456
37011835,15,503
37011835,16,416
37011835,17,422
37011835,18,205
37011835,19,92
37011835,20,99
37011835,21,69
37011835,22,45
37011835,23,26
37011851,0,15
37011851,1,22
37011851,2,14
37011851,3,11
37011851,4,32
37011851,5,69
37011851,6,139
37011851,7,180
37011851,8,206
37011851,9,273
37011851,10,292
37011851,11,286
37011851,12,215
37011851,13,258
37011851,14,259
37011851,15,322
37011851,16,328
37011851,17,325
37011851,18,270
37011851,19,162
37011851,20,124
37011851,21,112
37011851,22,70
37011851,23,56
37011852,0,14
37011852,1,17
37011852,2,11
37011852,3,10
37011852,4,8
37011852,5,35
37011852,6,100
37011852,7,140
37011852,8,176
37011852,9,170
37011852,10,143
37011852,11,150
37011852,12,157
37011852,13,191
37011852,14,204
37011852,15,220
37011852,16,198
37011852,17,202
37011852,18,166
37011852,19,151
37011852,20,150
37011852,21,101
37011852,22,88
37011852,23,44
37011853,0,13
37011853,1,13
37011853,2,9
37011853,3,17
37011853,4,32
37011853,5,44
37011853,6,61
37011853,7,96
37011853,8,122
37011853,9,169
37011853,10,152
37011853,11,189
37011853,12,198
37011853,13,226
37011853,14,217
37011853,15,295
37011853,16,284
37011853,17,271
37011853,18,177
37011853,19,137
37011853,20,101
37011853,21,58
37011853,22,59
37011853,23,42
37011A11,0,66
37011A11,1,57
37011A11,2,49
37011A11,3,53
37011A11,4,103
37011A11,5,308
37011A11,6,1056
37011A11,7,1648
37011A11,8,1414
37011A11,9,1341
37011A11,10,843
37011A11,11,648
37011A11,12,694
37011A11,13,790
37011A11,14,906
37011A11,15,843
37011A11,16,895
37011A11,17,731
37011A11,18,531
37011A11,19,332
37011A11,20,287
37011A11,21,220
37011A11,22,154
37011A11,23,101
37011A12,0,13
37011A12,1,7
37011A12,2,8
37011A12,3,6
37011A12,4,28
37011A12,5,74
37011A12,6,336
37011A12,7,341
37011A12,8,388
37011A12,9,341
37011A12,10,390
37011A12,11,282
37011A12,12,339
37011A12,13,404
37011A12,14,421
37011A12,15,480
37011A12,16,596
37011A12,17,557
37011A12,18,303
37011A12,19,193
37011A12,20,142
37011A12,21,106
37011A12,22,49
37011A12,23,59
37011A13,0,13
37011A13,1,13
37011A13,2,6
37011A13,3,7
37011A13,4,11
37011A13,5,23
37011A13,6,138
