EXTOLLSTATIONHEX,ExitHour,ExitCount
37011032,5,24
37011032,6,86
37011032,7,247
37011032,8,401
37011032,9,495
37011032,10,482
37011032,11,476
37011032,12,381
37011032,13,384
37011032,14,426
37011032,15,385
37011032,16,516
37011032,17,535
37011032,18,396
37011032,19,237
37011032,20,158
37011032,21,128
37011032,22,82
37011032,23,53
37011033,0,134
37011033,1,102
37011033,2,67
37011033,3,65
37011033,4,60
37011033,5,111
37011033,6,442
37011033,7,859
37011033,8,1150
37011033,9,1374
37011033,10,1361
37011033,11,1338
37011033,12,1112
37011033,13,1141
37011033,14,1308
37011033,15,1368
37011033,16,1548
37011033,17,1705
37011033,18,1378
37011033,19,784
37011033,20,572
37011033,21,468
37011033,22,278
37011033,23,212
37011034,0,70
37011034,1,49
37011034,2,39
37011034,3,52
37011034,4,60
37011034,5,122
37011034,6,213
37011034,7,329
37011034,8,398
37011034,9,471
37011034,10,553
37011034,11,495
37011034,12,468
37011034,13,420
37011034,14,498
37011034,15,524
37011034,16,575
37011034,17,691
37011034,18,542
37011034,19,454
37011034,20,347
37011034,21,309
37011034,22,170
37011034,23,111
37011035,0,191
37011035,1,94
37011035,2,65
37011035,3,35
37011035,4,61
37011035,5,119
37011035,6,464
37011035,7,939
37011035,8,1393
37011035,9,1401
37011035,10,1543
37011035,11,1605
37011035,12,1355
37011035,13,1651
37011035,14,1821
37011035,15,2001
37011035,16,2342
37011035,17,2518
37011035,18,2059
37011035,19,1314
37011035,20,923
37011035,21,669
37011035,22,485
37011035,23,333
37011036,0,79
37011036,1,54
37011036,2,54
37011036,3,44
37011036,4,46
37011036,5,61
37011036,6,171
37011036,7,305
37011036,8,395
37011036,9,415
37011036,10,429
37011036,11,441
37011036,12,427
37011036,13,384
37011036,14,452
37011036,15,472
37011036,16,516
37011036,17,632
37011036,18,537
37011036,19,428
37011036,20,330
37011036,21,239
37011036,22,172
37011036,23,123
37011037,0,101
37011037,1,66
37011037,2,48
37011037,3,33
37011037,4,53
37011037,5,121
37011037,6,380
37011037,7,556
37011037,8,655
37011037,9,745
37011037,10,590
37011037,11,654
37011037,12,600
37011037,13,603
37011037,14,673
37011037,15,768
37011037,16,782
37011037,17,895
37011037,18,675
37011037,19,452
37011037,20,347
37011037,21,270
37011037,22,181
37011037,23,123
37011038,0,73
37011038,1,41
37011038,2,29
37011038,3,30
37011038,4,30
37011038,5,62
37011038,6,108
37011038,7,236
37011038,8,290
37011038,9,404
37011038,10,412
37011038,11,414
37011038,12,406
37011038,13,395
37011038,14,461
37011038,15,542
37011038,16,557
37011038,17,658
37011038,18,595
37011038,19,387
37011038,20,233
37011038,21,205
37011038,22,144
37011038,23,87
37011039,0,12
37011039,1,8
37011039,2,14
37011039,3,8
37011039,4,12
37011039,5,35
37011039,6,184
37011039,7,323
37011039,8,435
37011039,9,679
37011039,10,621
37011039,11,622
37011039,12,513
37011039,13,601
37011039,14,673
37011039,15,631
37011039,16,666
37011039,17,702
37011039,18,477
37011039,19,312
37011039,20,173
37011039,21,103
37011039,22,74
37011039,23,26
37011043,0,52
37011043,1,30
37011043,2,21
37011043,3,20
37011043,4,22
37011043,5,31
37011043,6,79
37011043,7,210
37011043,8,381
37011043,9,402
37011043,10,374
37011043,11,352
37011043,12,284
37011043,13,323
37011043,14,419
37011043,15,416
37011043,16,492
37011043,17,542
37011043,18,391
37011043,19,226
37011043,20,171
37011043,21,127
37011043,22,84
37011043,23,62
37011044,0,59
37011044,1,41
37011044,2,29
37011044,3,13
37011044,4,41
37011044,5,47
37011044,6,100
37011044,7,289
37011044,8,413
37011044,9,500
37011044,10,487
37011044,11,494
37011044,12,455
37011044,13,544
37011044,14,564
37011044,15,645
37011044,16,708
37011044,17,861
37011044,18,776
37011044,19,406
37011044,20,311
37011044,21,221
37011044,22,174
37011044,23,124
37011045,0,38
37011045,1,29
37011045,2,19
37011045,3,15
37011045,4,22
37011045,5,22
37011045,6,93
37011045,7,225
37011045,8,277
37011045,9,379
37011045,10,365
37011045,11,297
37011045,12,273
37011045,13,300
37011045,14,329
37011045,15,363
37011045,16,433
37011045,17,552
37011045,18,476
37011045,19,214
37011045,20,136
37011045,21,116
37011045,22,87
37011045,23,54
37011046,0,62
37011046,1,48
37011046,2,29
37011046,3,22
37011046,4,31
37011046,5,52
37011046,6,127
37011046,7,422
37011046,8,572
37011046,9,552
37011046,10,501
37011046,11,478
37011046,12,389
37011046,13,479
37011046,14,581
37011046,15,603
37011046,16,633
37011046,17,702
37011046,18,623
37011046,19,387
37011046,20,275
37011046,21,234
37011046,22,170
37011046,23,97
37011061,0,183
37011061,1,110
37011061,2,98
37011061,3,120
37011061,4,132
37011061,5,164
37011061,6,329
37011061,7,532
37011061,8,703
37011061,9,1084
37011061,10,1011
37011061,11,1067
37011061,12,943
37011061,13,927
37011061,14,1048
37011061,15,1097
37011061,16,1323
37011061,17,1258
37011061,18,1094
37011061,19,696
37011061,20,580
37011061,21,458
37011061,22,344
37011061,23,285
37011062,0,46
37011062,1,20
37011062,2,26
37011062,3,13
37011062,4,16
37011062,5,44
37011062,6,96
37011062,7,188
37011062,8,327
37011062,9,377
37011062,10,340
37011062,11,318
37011062,12,298
37011062,13,376
37011062,14,332
37011062,15,341
37011062,16,399
37011062,17,401
37011062,18,327
37011062,19,217
37011062,20,140
37011062,21,122
37011062,22,114
37011062,23,66
37011091,0,73
37011091,1,43
37011091,2,28
37011091,3,30
37011091,4,23
37011091,5,94
37011091,6,284
37011091,7,1173
37011091,8,1471
37011091,9,807
37011091,10,606
37011091,11,571
37011091,12,413
37011091,13,460
37011091,14,573
37011091,15,495
37011091,16,574
37011091,17,923
37011091,18,552
37011091,19,334
37011091,20,240
37011091,21,198
37011091,22,115
37011091,23,89
37011212,0,69
37011212,1,48
37011212,2,60
37011212,3,69
37011212,4,84
37011212,5,201
37011212,6,579
37011212,7,2010
37011212,8,1493
37011212,9,1309
37011212,10,1061
37011212,11,784
37011212,12,735
37011212,13,811
37011212,14,822
37011212,15,924
37011212,16,925
37011212,17,906
37011212,18,559
37011212,19,378
37011212,20,270
37011212,21,233
37011212,22,132
37011212,23,112
37011213,0,15
37011213,1,9
37011213,2,8
37011213,3,6
37011213,4,23
37011213,5,42
37011213,6,185
37011213,7,526
37011213,8,583
37011213,9,560
37011213,10,423
37011213,11,332
37011213,12,267
37011213,13,302
37011213,14,297
37011213,15,335
37011213,16,321
37011213,17,317
37011213,18,224
37011213,19,148
37011213,20,97
37011213,21,60
37011213,22,32
37011213,23,21
37011214,0,47
37011214,1,41
37011214,2,23
37011214,3,32
37011214,4,43
37011214,5,169
37011214,6,463
37011214,7,1135
37011214,8,1550
37011214,9,1401
37011214,10,1132
37011214,11,854
37011214,12,707
37011214,13,800
37011214,14,896
37011214,15,856
37011214,16,987
37011214,17,1057
37011214,18,680
37011214,19,373
37011214,20,309
37011214,21,218
37011214,22,170
37011214,23,79
37011215,0,33
37011215,1,26
37011215,2,21
37011215,3,18
37011215,4,58
37011215,5,100
37011215,6,239
37011215,7,574
37011215,8,1082
37011215,9,1401
37011215,10,1171
37011215,11,986
37011215,12,758
37011215,13,890
37011215,14,877
37011215,15,914
37011215,16,1055
37011215,17,897
37011215,18,628
37011215,19,342
37011215,20,255
37011215,21,167
37011215,22,113
37011215,23,67
37011216,0,13
37011216,1,10
37011216,2,5
37011216,3,8
37011216,4,12
37011216,5,42
37011216,6,123
37011216,7,262
37011216,8,380
37011216,9,448
37011216,10,399
37011216,11,361
37011216,12,246
37011216,13,300
37011216,14,242
37011216,15,309
37011216,16,276
37011216,17,269
37011216,18,164
37011216,19,146
37011216,20,88
37011216,21,66
37011216,22,26
37011216,23,30
37011217,0,2
37011217,1,2
37011217,2,4
37011217,3,6
37011217,4,1
37011217,5,11
37011217,6,45
37011217,7,70
37011217,8,128
37011217,9,150
37011217,10,148
37011217,11,77
37011217,12,74
37011217,13,69
37011217,14,86
37011217,15,82
37011217,16,74
37011217,17,89
37011217,18,65
37011217,19,29
37011217,20,25
37011217,21,9
37011217,22,8
37011217,23,7
37011221,0,60
37011221,1,62
37011221,2,32
37011221,3,14
37011221,4,41
37011221,5,73
37011221,6,650
37011221,7,3001
37011221,8,2771
37011221,9,1754
37011221,10,1408
37011221,11,1324
37011221,12,1144
37011221,13,1260
37011221,14,1360
37011221,15,1612
37011221,16,1955
37011221,17,3038
37011221,18,1847
37011221,19,743
37011221,20,498
37011221,21,297
37011221,22,232
37011221,23,136
37011222,0,72
37011222,1,53
37011222,2,33
37011222,3,32
37011222,4,53
37011222,5,118
37011222,6,826
37011222,7,2223
37011222,8,2355
37011222,9,1819
37011222,10,1583
37011222,11,1522
37011222,12,1287
37011222,13,1435
37011222,14,1619
37011222,15,1828
37011222,16,2506
37011222,17,3670
37011222,18,1852
37011222,19,953
37011222,20,743
37011222,21,459
37011222,22,252
37011222,23,129
37011223,0,51
37011223,1,38
37011223,2,23
37011223,3,33
37011223,4,35
37011223,5,124
37011223,6,376
37011223,7,1713
37011223,8,1914
37011223,9,1365
37011223,10,1202
37011223,11,1154
37011223,12,921
37011223,13,1003
37011223,14,1208
37011223,15,1421
37011223,16,2062
37011223,17,3063
37011223,18,1635
37011223,19,825
37011223,20,648
37011223,21,454
37011223,22,220
37011223,23,129
37011224,0,51
37011224,1,35
37011224,2,24
37011224,3,24
37011224,4,51
37011224,5,195
37011224,6,650
37011224,7,1925
37011224,8,1679
37011224,9,1166
37011224,10,1040
37011224,11,852
37011224,12,677
37011224,13,817
37011224,14,1041
37011224,15,1036
37011224,16,1459
37011224,17,2196
37011224,18,1201
37011224,19,554
37011224,20,450
37011224,21,335
37011224,22,182
37011224,23,101
37011225,0,75
37011225,1,34
37011225,2,33
37011225,3,39
37011225,4,56
37011225,5,466
37011225,6,1168
37011225,7,4532
37011225,8,2833
37011225,9,1625
37011225,10,1300
37011225,11,1111
37011225,12,1063
37011225,13,1102
37011225,14,1368
37011225,15,1398
37011225,16,1551
37011225,17,1686
37011225,18,1227
37011225,19,638
37011225,20,427
37011225,21,375
37011225,22,283
37011225,23,114
37011226,0,79
37011226,1,57
37011226,2,27
37011226,3,31
37011226,4,57
37011226,5,699
37011226,6,1270
37011226,7,3793
37011226,8,2498
37011226,9,1780
37011226,10,1188
37011226,11,1007
37011226,12,800
37011226,13,812
37011226,14,909
37011226,15,999
37011226,16,1025
37011226,17,979
37011226,18,603
37011226,19,430
37011226,20,353
37011226,21,221
37011226,22,125
37011226,23,129
37011227,0,463
37011227,1,391
37011227,2,245
37011227,3,278
37011227,4,266
37011227,5,607
37011227,6,2544
37011227,7,5348
37011227,8,6158
37011227,9,5434
37011227,10,4553
37011227,11,4601
37011227,12,4118
37011227,13,4620
37011227,14,5239
37011227,15,6242
37011227,16,8150
37011227,17,10051
37011227,18,5737
37011227,19,3114
37011227,20,2253
37011227,21,1527
37011227,22,1203
37011227,23,663
37011228,0,41
37011228,1,28
37011228,2,11
37011228,3,17
37011228,4,33
37011228,5,112
37011228,6,592
37011228,7,899
37011228,8,1238
37011228,9,577
37011228,10,409
37011228,11,306
37011228,12,252
37011228,13,395
37011228,14,398
37011228,15,314
37011228,16,322
37011228,17,475
37011228,18,296
37011228,19,175
37011228,20,172
37011228,21,84
37011228,22,67
37011228,23,33
37011231,0,12
37011231,1,10
37011231,2,5
37011231,3,10
37011231,4,7
37011231,5,25
37011231,6,120
37011231,7,200
37011231,8,357
37011231,9,368
37011231,10,287
37011231,11,249
37011231,12,205
37011231,13,213
37011231,14,246
37011231,15,245
37011231,16,264
37011231,17,226
37011231,18,151
37011231,19,88
37011231,20,69
37011231,21,47
37011231,22,26
37011231,23,13
37011232,0,44
37011232,1,38
37011232,2,29
37011232,3,19
37011232,4,28
37011232,5,144
37011232,6,325
37011232,7,540
37011232,8,698
37011232,9,909
37011232,10,805
37011232,11,773
37011232,12,723
37011232,13,664
37011232,14,657
37011232,15,794
37011232,16,721
37011232,17,752
37011232,18,574
37011232,19,372
37011232,20,245
37011232,21,178
37011232,22,102
37011232,23,85
37011233,0,77
37011233,1,73
37011233,2,46
37011233,3,46
37011233,4,42
37011233,5,70
37011233,6,306
37011233,7,648
37011233,8,1004
37011233,9,1430
37011233,10,1234
37011233,11,1128
37011233,12,899
37011233,13,922
37011233,14,1074
37011233,15,1227
37011233,16,1331
37011233,17,1284
37011233,18,1027
37011233,19,624
37011233,20,476
37011233,21,357
37011233,22,283
37011233,23,147
37011234,0,21
37011234,1,16
37011234,2,10
37011234,3,10
37011234,4,26
37011234,5,37
37011234,6,130
37011234,7,176
37011234,8,244
37011234,9,307
37011234,10,307
37011234,11,228
37011234,12,220
37011234,13,233
37011234,14,250
37011234,15,271
37011234,16,280
37011234,17,242
37011234,18,160
37011234,19,121
37011234,20,92
37011234,21,65
37011234,22,48
37011234,23,30
37011235,0,48
37011235,1,38
37011235,2,19
37011235,3,26
37011235,4,23
37011235,5,81
37011235,6,183
37011235,7,345
37011235,8,496
37011235,9,647
37011235,10,664
37011235,11,621
37011235,12,536
37011235,13,489
37011235,14,600
37011235,15,689
37011235,16,719
37011235,17,672
37011235,18,463
37011235,19,344
37011235,20,238
37011235,21,178
37011235,22,132
37011235,23,79
37011236,0,82
37011236,1,24
37011236,2,25
37011236,3,13
37011236,4,100
37011236,5,835
37011236,6,1415
37011236,7,1448
37011236,8,2388
37011236,9,2071
37011236,10,2208
37011236,11,2076
37011236,12,1342
37011236,13,1484
37011236,14,1653
37011236,15,1361
37011236,16,1496
37011236,17,1595
37011236,18,1423
37011236,19,949
37011236,20,618
37011236,21,506
37011236,22,264
37011236,23,115
37011241,0,35
37011241,1,15
37011241,2,20
37011241,3,12
37011241,4,17
37011241,5,32
37011241,6,98
37011241,7,206
37011241,8,348
37011241,9,515
37011241,10,545
37011241,11,399
37011241,12,319
37011241,13,362
37011241,14,383
37011241,15,406
37011241,16,465
37011241,17,373
37011241,18,262
37011241,19,216
37011241,20,117
37011241,21,118
37011241,22,74
37011241,23,51
37011242,0,15
37011242,1,8
37011242,2,7
37011242,3,4
37011242,4,7
37011242,5,16
37011242,6,89
37011242,7,281
37011242,8,246
37011242,9,255
37011242,10,212
37011242,11,169
37011242,12,123
37011242,13,134
37011242,14,160
37011242,15,147
37011242,16,185
37011242,17,209
37011242,18,125
37011242,19,71
37011242,20,58
37011242,21,60
37011242,22,16
37011242,23,16
37011243,0,45
37011243,1,30
37011243,2,22
37011243,3,15
37011243,4,35
37011243,5,51
37011243,6,139
37011243,7,299
37011243,8,483
37011243,9,567
37011243,10,532
37011243,11,460
37011243,12,408
37011243,13,492
37011243,14,510
37011243,15,584
37011243,16,709
37011243,17,634
37011243,18,405
37011243,19,279
37011243,20,197
37011243,21,182
37011243,22,116
37011243,23,70
37011244,0,96
37011244,1,71
37011244,2,65
37011244,3,47
37011244,4,50
37011244,5,86
37011244,6,213
37011244,7,422
37011244,8,617
37011244,9,829
37011244,10,999
37011244,11,867
37011244,12,742
37011244,13,732
37011244,14,1007
37011244,15,1143
37011244,16,1417
37011244,17,1593
37011244,18,1009
37011244,19,605
37011244,20,431
37011244,21,338
37011244,22,263
37011244,23,148
37011245,0,34
37011245,1,18
37011245,2,15
37011245,3,7
37011245,4,23
37011245,5,37
37011245,6,124
37011245,7,432
37011245,8,625
37011245,9,544
37011245,10,511
37011245,11,417
37011245,12,374
37011245,13,368
37011245,14,426
37011245,15,431
37011245,16,438
37011245,17,464
37011245,18,320
37011245,19,224
37011245,20,173
37011245,21,115
37011245,22,83
37011245,23,55
37011246,0,2
37011246,1,8
37011246,2,1
37011246,3,4
37011246,4,3
37011246,5,21
37011246,6,35
37011246,7,60
37011246,8,105
37011246,9,123
37011246,10,127
37011246,11,126
37011246,12,74
37011246,13,84
37011246,14,86
37011246,15,102
37011246,16,89
37011246,17,78
37011246,18,59
37011246,19,47
37011246,20,31
37011246,21,27
37011246,22,13
37011246,23,7
37011247,0,7
37011247,1,15
37011247,2,6
37011247,3,7
37011247,4,15
37011247,5,23
37011247,6,80
37011247,7,193
37011247,8,271
37011247,9,309
37011247,10,264
37011247,11,208
37011247,12,189
37011247,13,221
37011247,14,225
37011247,15,242
37011247,16,253
37011247,17,252
37011247,18,147
37011247,19,102
37011247,20,70
37011247,21,57
37011247,22,30
37011247,23,22
37011411,0,31
37011411,1,21
37011411,2,13
37011411,3,10
37011411,4,16
37011411,5,40
37011411,6,85
37011411,7,166
37011411,8,314
37011411,9,369
37011411,10,331
37011411,11,248
37011411,12,210
37011411,13,225
37011411,14,231
37011411,15,268
37011411,16,265
37011411,17,220
37011411,18,195
37011411,19,119
37011411,20,104
37011411,21,81
37011411,22,36
37011411,23,30
37011421,0,30
37011421,1,15
37011421,2,8
37011421,3,7
37011421,4,12
37011421,5,29
37011421,6,100
37011421,7,183
37011421,8,252
37011421,9,374
37011421,10,312
37011421,11,263
37011421,12,253
37011421,13,228
37011421,14,256
37011421,15,266
37011421,16,286
37011421,17,259
37011421,18,168
37011421,19,127
37011421,20,86
37011421,21,68
37011421,22,54
37011421,23,35
37011431,0,19
37011431,1,12
37011431,2,28
37011431,3,41
37011431,4,31
37011431,5,40
37011431,6,197
37011431,7,560
37011431,8,498
37011431,9,459
37011431,10,385
37011431,11,339
37011431,12,255
37011431,13,268
37011431,14,320
37011431,15,300
37011431,16,293
37011431,17,269
37011431,18,216
37011431,19,130
37011431,20,103
37011431,21,113
37011431,22,94
37011431,23,73
37011612,0,25
37011612,1,22
37011612,2,11
37011612,3,6
37011612,4,4
37011612,5,15
37011612,6,70
37011612,7,259
37011612,8,380
37011612,9,392
37011612,10,387
37011612,11,420
37011612,12,342
37011612,13,479
37011612,14,524
37011612,15,583
37011612,16,851
37011612,17,1352
37011612,18,965
37011612,19,277
37011612,20,225
37011612,21,161
37011612,22,88
37011612,23,46
37011613,0,16
37011613,1,19
37011613,2,8
37011613,3,6
37011613,4,11
37011613,5,24
37011613,6,159
37011613,7,298
37011613,8,341
37011613,9,297
37011613,10,272
37011613,11,327
37011613,12,270
37011613,13,357
37011613,14,351
37011613,15,383
37011613,16,490
37011613,17,544
37011613,18,446
37011613,19,234
37011613,20,140
37011613,21,120
37011613,22,128
37011613,23,107
37011615,0,12
37011615,1,12
37011615,2,7
37011615,3,3
37011615,4,4
37011615,5,22
37011615,6,56
37011615,7,149
37011615,8,212
37011615,9,267
37011615,10,218
37011615,11,163
37011615,12,196
37011615,13,192
37011615,14,225
37011615,15,211
37011615,16,213
37011615,17,238
37011615,18,202
37011615,19,109
37011615,20,66
37011615,21,69
37011615,22,36
37011615,23,20
37011622,0,2
37011622,2,4
37011622,3,6
37011622,5,14
37011622,6,18
37011622,7,52
37011622,8,58
37011622,9,49
37011622,10,50
37011622,11,44
37011622,12,25
37011622,13,44
37011622,14,46
37011622,15,69
37011622,16,59
37011622,17,78
37011622,18,34
37011622,19,21
37011622,20,16
37011622,21,12
37011622,22,10
37011622,23,2
37011624,0,7
37011624,1,4
37011624,2,1
37011624,4,7
37011624,5,19
37011624,6,64
37011624,7,128
37011624,8,155
37011624,9,143
37011624,10,110
37011624,11,143
37011624,12,119
37011624,13,220
37011624,14,242
37011624,15,142
37011624,16,172
37011624,17,221
37011624,18,133
37011624,19,84
37011624,20,23
37011624,21,12
37011624,22,5
37011624,23,4
37011811,0,137
37011811,1,112
37011811,2,81
37011811,3,76
37011811,4,82
37011811,5,141
37011811,6,370
37011811,7,980
37011811,8,1151
37011811,9,1227
37011811,10,1090
37011811,11,1023
37011811,12,886
37011811,13,1082
37011811,14,1209
37011811,15,1193
37011811,16,1393
37011811,17,1510
37011811,18,1195
37011811,19,762
37011811,20,575
37011811,21,496
37011811,22,354
37011811,23,228
37011812,0,69
37011812,1,34
37011812,2,39
37011812,3,36
37011812,4,29
37011812,5,67
37011812,6,213
37011812,7,648
37011812,8,837
37011812,9,833
37011812,10,822
37011812,11,816
37011812,12,601
37011812,13,660
37011812,14,903
37011812,15,913
37011812,16,1195
37011812,17,1493
37011812,18,1218
37011812,19,544
37011812,20,366
37011812,21,275
37011812,22,176
37011812,23,132
37011813,0,5
37011813,1,12
37011813,2,4
37011813,3,1
37011813,4,3
37011813,5,10
37011813,6,28
37011813,7,101
37011813,8,150
37011813,9,194
37011813,10,174
37011813,11,150
37011813,12,128
37011813,13,136
37011813,14,136
37011813,15,140
37011813,16,146
37011813,17,168
37011813,18,147
37011813,19,87
37011813,20,62
37011813,21,48
37011813,22,34
37011813,23,17
37011814,0,58
37011814,1,61
37011814,2,56
37011814,3,30
37011814,4,43
37011814,5,72
37011814,6,209
37011814,7,757
37011814,8,884
37011814,9,774
37011814,10,640
37011814,11,569
37011814,12,496
37011814,13,527
37011814,14,609
37011814,15,607
37011814,16,669
37011814,17,795
37011814,18,689
37011814,19,311
37011814,20,280
37011814,21,223
37011814,22,184
37011814,23,93
37011815,0,58
37011815,1,43
37011815,2,32
37011815,3,26
37011815,4,23
37011815,5,101
37011815,6,163
37011815,7,378
37011815,8,496
37011815,9,500
37011815,10,513
37011815,11,467
37011815,12,427
37011815,13,511
37011815,14,557
37011815,15,594
37011815,16,648
37011815,17,763
37011815,18,576
37011815,19,325
37011815,20,211
37011815,21,194
37011815,22,106
37011815,23,84
37011817,0,29
37011817,1,11
37011817,2,11
37011817,3,17
37011817,4,13
37011817,5,20
37011817,6,69
37011817,7,170
37011817,8,221
37011817,9,323
37011817,10,242
37011817,11,213
37011817,12,172
37011817,13,218
37011817,14,212
37011817,15,223
37011817,16,240
37011817,17,187
37011817,18,157
37011817,19,102
37011817,20,77
37011817,21,49
37011817,22,36
37011817,23,37
37011818,0,8
37011818,1,5
37011818,2,4
37011818,3,11
37011818,4,15
37011818,5,26
37011818,6,63
37011818,7,105
37011818,8,131
37011818,9,154
37011818,10,141
37011818,11,101
37011818,12,102
37011818,13,91
37011818,14,101
37011818,15,131
37011818,16,114
37011818,17,94
37011818,18,85
37011818,19,61
37011818,20,65
37011818,21,28
37011818,22,19
37011818,23,17
37011821,0,68
37011821,1,47
37011821,2,44
37011821,3,35
37011821,4,67
37011821,5,110
37011821,6,209
37011821,7,286
37011821,8,357
37011821,9,484
37011821,10,438
37011821,11,407
37011821,12,370
37011821,13,354
37011821,14,426
37011821,15,429
37011821,16,466
37011821,17,463
37011821,18,394
37011821,19,218
37011821,20,199
37011821,21,183
37011821,22,131
37011821,23,109
37011822,0,87
37011822,1,56
37011822,2,45
37011822,3,42
37011822,4,77
37011822,5,82
37011822,6,189
37011822,7,580
37011822,8,740
37011822,9,805
37011822,10,669
37011822,11,673
37011822,12,558
37011822,13,574
37011822,14,667
37011822,15,761
37011822,16,793
37011822,17,859
37011822,18,687
37011822,19,408
37011822,20,281
37011822,21,275
37011822,22,213
37011822,23,171
37011823,0,39
37011823,1,37
37011823,2,32
37011823,3,29
37011823,4,40
37011823,5,63
37011823,6,222
37011823,7,382
37011823,8,548
37011823,9,595
37011823,10,572
37011823,11,618
37011823,12,597
37011823,13,581
37011823,14,627
37011823,15,657
37011823,16,763
37011823,17,718
37011823,18,601
37011823,19,343
37011823,20,198
37011823,21,147
37011823,22,107
37011823,23,69
37011824,0,185
37011824,1,146
37011824,2,116
37011824,3,147
37011824,4,183
37011824,5,288
37011824,6,715
37011824,7,1486
37011824,8,2060
37011824,9,2190
37011824,10,2265
37011824,11,2168
37011824,12,1760
37011824,13,2051
37011824,14,2274
37011824,15,2467
37011824,16,2988
37011824,17,3040
37011824,18,2030
37011824,19,1212
37011824,20,836
37011824,21,661
37011824,22,461
37011824,23,297
37011825,0,43
37011825,1,23
37011825,2,22
37011825,3,18
37011825,4,31
37011825,5,52
37011825,6,151
37011825,7,429
37011825,8,682
37011825,9,547
37011825,10,510
37011825,11,470
37011825,12,355
37011825,13,436
37011825,14,463
37011825,15,492
37011825,16,480
37011825,17,490
37011825,18,378
37011825,19,218
37011825,20,248
37011825,21,118
37011825,22,82
37011825,23,44
37011826,0,57
37011826,1,26
37011826,2,15
37011826,3,11
37011826,4,23
37011826,5,45
37011826,6,184
37011826,7,754
37011826,8,1193
37011826,9,1345
37011826,10,1153
37011826,11,986
37011826,12,775
37011826,13,761
37011826,14,881
37011826,15,974
37011826,16,1124
37011826,17,1460
37011826,18,885
37011826,19,452
37011826,20,318
37011826,21,242
37011826,22,158
37011826,23,96
37011827,0,171
37011827,1,113
37011827,2,88
37011827,3,85
37011827,4,87
37011827,5,153
37011827,6,502
37011827,7,1124
37011827,8,1442
37011827,9,1572
37011827,10,1603
37011827,11,1629
37011827,12,1464
37011827,13,1541
37011827,14,1805
37011827,15,1961
37011827,16,2231
37011827,17,2656
37011827,18,1846
37011827,19,1034
37011827,20,703
37011827,21,592
37011827,22,466
37011827,23,301
37011828,0,50
37011828,1,53
37011828,2,45
37011828,3,25
37011828,4,53
37011828,5,111
37011828,6,281
37011828,7,663
37011828,8,728
37011828,9,819
37011828,10,853
37011828,11,794
37011828,12,678
37011828,13,648
37011828,14,812
37011828,15,840
37011828,16,809
37011828,17,797
37011828,18,593
37011828,19,346
37011828,20,280
37011828,21,204
37011828,22,159
37011828,23,153
37011829,0,51
37011829,1,38
37011829,2,34
37011829,3,44
37011829,4,64
37011829,5,163
37011829,6,324
37011829,7,1051
37011829,8,952
37011829,9,837
37011829,10,745
37011829,11,704
37011829,12,575
37011829,13,606
37011829,14,715
37011829,15,743
37011829,16,764
37011829,17,665
37011829,18,534
37011829,19,324
37011829,20,261
37011829,21,182
37011829,22,145
37011829,23,94
3701182A,0,31
3701182A,1,20
3701182A,2,22
3701182A,3,24
3701182A,4,27
3701182A,5,48
3701182A,6,215
3701182A,7,370
3701182A,8,434
3701182A,9,525
3701182A,10,460
3701182A,11,451
3701182A,12,410
3701182A,13,413
3701182A,14,485
3701182A,15,483
3701182A,16,521
3701182A,17,482
3701182A,18,345
3701182A,19,217
3701182A,20,179
3701182A,21,123
3701182A,22,91
3701182A,23,46
37011831,0,17
37011831,1,8
37011831,2,8
37011831,3,11
37011831,4,18
37011831,5,33
37011831,6,109
37011831,7,251
37011831,8,344
37011831,9,386
37011831,10,343
37011831,11,288
37011831,12,219
37011831,13,243
37011831,14,245
37011831,15,247
37011831,16,265
37011831,17,222
37011831,18,152
37011831,19,100
37011831,20,84
37011831,21,53
37011831,22,39
37011831,23,33
37011832,0,17
37011832,1,6
37011832,2,11
37011832,3,12
37011832,4,13
37011832,5,29
37011832,6,130
37011832,7,207
37011832,8,284
37011832,9,322
37011832,10,259
37011832,11,280
37011832,12,228
37011832,13,219
37011832,14,218
37011832,15,242
37011832,16,224
37011832,17,225
37011832,18,156
37011832,19,106
37011832,20,63
37011832,21,63
37011832,22,39
37011832,23,26
37011835,0,28
37011835,1,17
37011835,2,8
37011835,3,9
37011835,4,11
37011835,5,29
37011835,6,87
37011835,7,248
37011835,8,356
37011835,9,456
37011835,10,415
37011835,11,415
37011835,12,343
37011835,13,389
37011835,14,424
37011835,15,462
37011835,16,530
37011835,17,629
37011835,18,409
37011835,19,211
37011835,20,160
37011835,21,115
37011835,22,68
37011835,23,47
37011851,0,10
37011851,1,10
37011851,2,3
37011851,3,7
37011851,4,8
37011851,5,34
37011851,6,130
37011851,7,273
37011851,8,282
37011851,9,280
37011851,10,235
37011851,11,219
37011851,12,155
37011851,13,238
37011851,14,215
37011851,15,240
37011851,16,200
37011851,17,204
37011851,18,179
37011851,19,144
37011851,20,126
37011851,21,83
37011851,22,59
37011851,23,66
37011852,0,10
37011852,1,11
37011852,2,8
37011852,3,8
37011852,4,17
37011852,5,25
37011852,6,67
37011852,7,95
37011852,8,130
37011852,9,177
37011852,10,191
37011852,11,201
37011852,12,152
37011852,13,134
37011852,14,138
37011852,15,168
37011852,16,159
37011852,17,155
37011852,18,160
37011852,19,126
37011852,20,83
37011852,21,71
