HEX,Downstream_HEX,Probability
3C1808,3C1813,0.6638359684898598
3C1808,3D181B,0.33616403151014024
3C180A,3D1806,0.635778743315508
3C180A,3C1814,0.36422125668449196
3C180C,3C1815,0.5766362883181442
3C180C,3D1805,0.4233637116818558
3C180E,3C181C,0.5606528655078611
3C180E,3D1803,0.43934713449213886
3C1810,3D181F,0.6674079966234314
3C1810,3C1818,0.3325920033765686
3C1813,3C1814,0.9185950935761255
3C1813,3D180B,0.08140490642387456
3C1814,3C1815,0.9653638769615972
3C1814,3D180D,0.03463612303840283
3C1815,3C1816,0.8668974403773915
3C1815,3D1E0C,0.12260854372324627
3C1815,3C1E04,0.010494015899362278
3C1816,3C181C,0.9243272657059103
3C1816,3D180F,0.07567273429408977
3C1818,3C1820,1.0
3C181A,3C1813,0.9346784419781625
3C181A,3D1809,0.06532155802183744
3C181C,3C181E,0.9790779627464867
3C181C,3D171A,0.020922037253513315
3C181E,3C1818,0.6340684956069571
3C181E,3D1811,0.36593150439304284
3C1820,3C1913,0.8103714859437751
3C1820,3D190F,0.1896285140562249
3C190A,3D1906,0.5935149590506434
3C190A,3C191D,0.4064850409493565
3C190C,3E1902,0.6938231866363284
3C190C,3D1920,0.3061768133636717
3C190E,3C1913,0.5872485324531534
3C190E,3D1821,0.4127514675468466
3C1910,3D1907,0.6382041330116438
3C1910,3C1915,0.36179586698835625
3C1913,3C1914,0.6714225107905707
3C1913,3C4C01,0.2918526579850223
3C1913,3D8B24,0.03672483122440698
3C1914,3C1915,0.932166910511106
3C1914,3D1911,0.067833089488894
3C1915,3C191D,0.8779904604157067
3C1915,3D190B,0.12200953958429331
3C191D,3C191F,1.0
3C191F,3E1902,0.9391300977897198
3C191F,3D190D,0.06086990221028019
3C1A01,3C1A02,0.98157104736491
3C1A01,3D1A18,0.01842895263509006
3C1A02,3C1A03,0.875132607169005
3C1A02,3D1A16,0.12486739283099496
3C1A03,3C1A04,0.6941748341434837
3C1A03,3D1A21,0.3058251658565163
3C1A04,3C1A05,0.8070070737743764
3C1A04,3D1A23,0.19299292622562356
3C1A05,3C1A06,0.9314339842611483
3C1A05,3D1A1A,0.06856601573885164
3C1A06,3C5A01,0.5376336667816488
3C1A06,3C1A07,0.4020351845463953
3C1A06,3D5F06,0.060331148671955846
3C1A07,3C1A08,0.7812242047114103
3C1A07,3D1A1E,0.21877579528858976
3C1A08,3E1A09,0.5362054187008535
3C1A08,3D1A1B,0.4637945812991466
3C1A15,3E1A09,0.6288731503730871
3C1A15,3D1A0D,0.37112684962691284
3C1A17,3D1A13,0.6392434988179669
3C1A17,3C1A03,0.3607565011820331
3C1A19,3C1A02,0.8911944952155683
3C1A19,3D1A14,0.10880550478443178
3C1A1C,3C1A06,0.6513625866050808
3C1A1C,3D1A10,0.34863741339491916
3C1A1F,3D1A0E,0.7535349140743963
3C1A1F,3C1A08,0.24646508592560365
3C1A20,3C1A01,1.0
3C1A22,3D1A12,0.5836188201276047
3C1A22,3C1A04,0.41638117987239526
3C1A24,3D1A11,0.5674189814814815
3C1A24,3C1A05,0.43258101851851855
3C1B01,3C1B02,0.871534606356658
3C1B01,3D1B0D,0.128465393643342
3C1B02,3C1B03,0.9296313552741187
3C1B02,3D1B09,0.07036864472588138
3C1B03,3C1B19,0.9228115375503435
3C1B03,3D1B0B,0.07718846244965648
3C1B0A,3D1B07,0.7091593973037272
3C1B0A,3C1B03,0.2908406026962728
3C1B0C,3D1B06,0.7932503276539974
3C1B0C,3C1B19,0.2067496723460026
3C1B0E,3D1B08,0.80599467835342
3C1B0E,3C1B02,0.19400532164658005
3C1B11,3D1B1C,0.836374513909662
3C1B11,3C1B13,0.16362548609033803
3C1B13,3C9216,0.6786792452830188
3C1B13,3D9223,0.3213207547169811
3C1B19,3C1B1B,0.9448877022145438
3C1B19,3CA008,0.052300926653054816
3C1B19,3DA028,0.002811371132401445
3C1B1B,3C1B13,0.9527565155412315
3C1B1B,3D1B12,0.04724348445876848
3C1C02,3C1C03,0.8221594036123481
3C1C02,3C691A,0.1546505228398459
3C1C02,3D6902,0.023190073547806073
3C1C03,3C1C04,0.8528587319243603
3C1C03,3D1C0B,0.1471412680756396
3C1C04,3C1C05,0.8336187436755663
3C1C04,3D1C0D,0.1663812563244337
3C1C0C,3C1C04,0.6536290524002198
3C1C0C,3D1C08,0.3463709475997802
3C1C0E,3C1C05,0.7737859126197087
3C1C0E,3D1C07,0.22621408738029128
3C1D01,3C1D02,0.9981681034482759
3C1D01,3D220D,0.001831896551724138
3C1D02,3C1D03,0.7423015060681386
3C1D02,3D670E,0.2576984939318614
3C1D03,3C1D04,0.9329025663490673
3C1D03,3D1D13,0.06709743365093272
3C1D04,3C1D05,0.8074520706213669
3C1D04,3D1D19,0.19254792937863308
3C1D05,3C1D06,0.9057362645944785
3C1D05,3D1D15,0.09426373540552149
3C1D06,3C1D07,0.9196850393700787
3C1D06,3D1D17,0.08031496062992126
3C1D07,3C1E01,0.9244882193897258
3C1D07,3D5107,0.07551178061027423
3C1D0F,3D2210,0.6382518390307226
3C1D0F,3C2204,0.36174816096927737
3C1D12,3C1D01,1.0
3C1D14,3D1D0C,0.6911806142575373
3C1D14,3C1D04,0.30881938574246265
3C1D16,3C1D06,0.6024908125765619
3C1D16,3D1D0A,0.39750918742343816
3C1D18,3C1D07,0.642168183670697
3C1D18,3D1D09,0.3578318163293031
3C1D1A,3D1D0B,0.5520374449339207
3C1D1A,3C1D05,0.4479625550660793
3C1E01,3C1E02,0.9484838413263211
3C1E01,3D1E18,0.05151615867367886
3C1E02,3C1E03,0.9470250323366051
3C1E02,3D1E14,0.05297496766339496
3C1E03,3C1E04,0.45365226988980767
3C1E03,3C1816,0.32020916641033526
3C1E03,3D1804,0.22613856369985705
3C1E04,3C1E1D,0.8979899858652165
3C1E04,3D1E1A,0.10201001413478354
3C1E06,3C1E10,0.8770725314796878
3C1E06,3D1E12,0.12292746852031224
3C1E10,3C0801,0.9705555388636842
3C1E10,3D1E16,0.029444461136315835
3C1E11,3D1E20,0.6848899012908124
3C1E11,3C1E06,0.31511009870918755
3C1E13,3D1E09,0.639480739381967
3C1E13,3C1E10,0.360519260618033
3C1E15,3C1E03,0.6853248965685081
3C1E15,3D1E0D,0.31467510343149185
3C1E17,3C0801,0.6431419457735247
3C1E17,3D1E0F,0.35685805422647526
3C1E19,3C1E02,0.6481511125340164
3C1E19,3D1E0E,0.3518488874659837
3C1E1B,3C1E1D,0.5127364163113589
3C1E1B,3D1E0B,0.4872635836886411
3C1E1D,3C1E1F,0.8738535379936321
3C1E1D,3D8E14,0.08294919925866084
3C1E1D,3C8E15,0.04319726274770708
3C1E1F,3C1E06,0.8200516129032258
3C1E1F,3D1E1C,0.1799483870967742
3C1F02,3C1F03,0.9013584814118504
3C1F02,3D1F14,0.09864151858814968
3C1F03,3C1F04,0.8399877432204689
3C1F03,3D5311,0.08971962616822429
3C1F03,3C610E,0.07029263061130687
3C1F04,3C1F05,0.8451788348082596
3C1F04,3D1F16,0.1548211651917404
3C1F05,3C1F06,0.8885852992120221
3C1F05,3D1F19,0.11141470078797786
3C1F06,3C9302,0.9437512527560633
3C1F06,3C7C06,0.05624874724393666
3C1F0E,3C0802,0.7668794737860322
3C1F0E,3D080A,0.2331205262139679
3C1F10,3C0805,0.5400279084190397
3C1F10,3D0807,0.45997209158096025
3C1F13,3D1F1F,0.8723338485316847
3C1F13,3C1F02,0.1276661514683153
3C1F15,3D1F0B,0.5337095337095337
3C1F15,3C1F03,0.4662904662904663
3C1F17,3D0806,0.5511731135066582
3C1F17,3C1F1D,0.4488268864933418
3C1F18,3D1F09,0.6154704351059873
3C1F18,3C1F05,0.38452956489401263
3C1F1A,3D1F08,0.7072833010246469
3C1F1A,3C1F06,0.2927166989753531
3C1F1C,3C0803,0.8600233294450925
3C1F1C,3D0809,0.1399766705549075
3C1F1D,3C1F20,0.8748831702909838
3C1F1D,3C9A15,0.09650133964733006
3C1F1D,3D9A1D,0.028615490061686087
3C1F20,3C1F02,0.6706151391013935
3C1F20,3D1F12,0.3293848608986065
3C2003,3C2004,0.7886322483769819
3C2003,3D201E,0.21136775162301816
3C2004,3C2005,0.6735150528885273
3C2004,3D2018,0.32648494711147275
3C2005,3C201F,0.7897723649811899
3C2005,3D201A,0.21022763501881017
3C2007,3D201C,1.0
3C2017,3D200C,0.7387478361223312
3C2017,3C2004,0.2612521638776688
3C2019,3D200B,0.7156381486676017
3C2019,3C2005,0.28436185133239833
3C201B,3C201F,0.5053067993366501
3C201B,3D200A,0.49469320066334993
3C201D,3D2008,1.0
3C201F,3C2022,0.8816932451704914
3C201F,3C9E0A,0.11830675482950863
3C2022,3C2007,0.5234161452955112
3C2022,3C6A01,0.47658385470448883
3C2102,3C220F,1.0
3C2202,3C1D02,0.8488444722048719
3C2202,3D1D0E,0.15115552779512806
3C2204,3C2205,0.9173500642229029
3C2204,3D2215,0.08264993577709713
3C2205,3D2217,1.0
3C220F,3D1D10,0.7180722891566265
3C220F,3C2204,0.2819277108433735
3C2214,3C2202,1.0
3C2216,3C2205,0.9851680185399768
3C2216,3D220B,0.014831981460023175
3C2302,3C1D0F,1.0
3C2401,3C2402,0.800346095608912
3C2401,3D241D,0.19965390439108804
3C2402,3C2403,0.9257435256810648
3C2402,3D2411,0.07425647431893528
3C2403,3C2404,0.992414190221065
3C2403,3D6804,0.007585809778934982
3C2404,3C2405,0.7497392886462979
3C2404,3D2413,0.2502607113537021
3C2405,3C2406,0.7463170468118993
3C2405,3D2415,0.2536829531881008
3C2406,3C2407,0.9010472843672802
3C2406,3D2417,0.0989527156327198
3C2407,3C2408,0.9739836193158655
3C2407,3D2419,0.026016380684134456
3C2408,3C2B01,0.9331496033667275
3C2408,3D241B,0.06685039663327251
3C2412,3D240F,0.6941917424772568
3C2412,3C2403,0.30580825752274315
3C2414,3D240D,0.8986272439281943
3C2414,3C2405,0.10137275607180571
3C2416,3D240C,0.8089290707428465
3C2416,3C2406,0.19107092925715352
3C2418,3D240B,0.6939890710382514
3C2418,3C2407,0.30601092896174864
3C241A,3D240A,0.6113105924596051
3C241A,3C2408,0.388689407540395
3C241C,3D2409,0.5084691594758709
3C241C,3C2B01,0.4915308405241291
3C241E,3D2410,0.7370909090909091
3C241E,3C2402,0.2629090909090909
3C2501,3C2502,0.9599657137094741
3C2501,3D2521,0.04003428629052589
3C2502,3C2503,0.9186934078023187
3C2502,3D252B,0.08130659219768131
3C2503,3C2504,0.8264148253741982
3C2503,3D252D,0.17358517462580186
3C2504,3C2505,0.8565075954278211
3C2504,3D252F,0.14349240457217896
3C2505,3C2506,0.615478226042485
3C2505,3C2401,0.2048461882095599
3C2505,3D2509,0.17967558574795509
3C2506,3C2507,0.6884166021781394
3C2506,3D2531,0.3115833978218607
3C2507,3C2601,0.7418798363645325
3C2507,3D7407,0.25812016363546747
3C2508,3C2506,0.42925828934059385
3C2508,3C2401,0.4207091491042108
